bike,year,category,displacement_ccm,engine_cylinder,power_hp,seat_height_mm,dry_weight_kg
Ccm foggy s edition spitfire,2020,Naked bike,1,0,0,1,0
Ccm spitfire bobber,2020,Naked bike,1,0,0,0,0
Ccm spitfire six,2020,Naked bike,1,0,0,1,0
Ccm spitfire stealth six,2020,Naked bike,1,0,0,1,0
Ducati monster 1200 s,2020,Naked bike,1,0,1,0,0
Ducati monster 821,2020,Naked bike,1,0,1,0,0
Ducati monster 821  stealth,2020,Naked bike,1,0,1,0,0
Ducati multistrada 1260 pikes peak,2020,Naked bike,1,0,1,1,0
Ducati panigale superleggera v4,2020,Naked bike,1,1,1,1,0
Ducati streetfighter v4 s,2020,Naked bike,1,1,1,1,0
Hanway furious 250,2020,Naked bike,0,0,0,0,0
Harley-Davidson roadster,2020,Naked bike,1,0,0,0,0
Herald maverick 125,2020,Naked bike,0,0,0,1,0
Herald rambler 125,2020,Naked bike,0,0,0,0,0
Horex vr6 cafe racer,2020,Naked bike,1,1,1,0,0
Italika dt250sport,2020,Naked bike,0,0,0,0,0
Italika v0rt-x200,2020,Naked bike,0,0,0,1,0
Italika v0rt-x300,2020,Naked bike,0,0,0,0,0
Italika v0rt-x650,2020,Naked bike,1,0,0,1,0
Izuka iz180r,2020,Naked bike,0,0,0,0,0
Izuka iz250,2020,Naked bike,0,0,0,0,0
Junak 121 fl,2020,Naked bike,0,0,0,0,0
Junak 125 racer,2020,Naked bike,0,0,0,0,0
Junak 125 s,2020,Naked bike,0,0,0,0,0
Junak 905,2020,Naked bike,0,0,0,0,0
Junak 905 f,2020,Naked bike,0,0,0,0,0
Junak m11 125 cafe,2020,Naked bike,0,0,0,0,0
Kawasaki z400,2020,Naked bike,0,0,0,0,0
Keeway rkf 125,2020,Naked bike,0,0,0,0,0
Ktm 125 duke,2020,Naked bike,0,0,0,1,0
Ktm 1290 super duke gt,2020,Naked bike,1,0,1,1,0
Ktm 1290 super duke r,2020,Naked bike,1,0,1,1,0
Ktm 390 duke,2020,Naked bike,0,0,0,1,0
Ktm 790 duke,2020,Naked bike,1,0,1,1,0
Ktm 790 duke l,2020,Naked bike,1,0,1,1,0
Ktm 890 duke r,2020,Naked bike,1,0,1,1,0
Lifan kp350,2020,Naked bike,0,0,0,0,0
Lifan kps200,2020,Naked bike,0,0,0,0,0
Megelli naked 250s,2020,Naked bike,0,0,0,0,0
Moto Morini corsaro  zt,2020,Naked bike,1,0,1,1,0
Moto Morini corsaro zz,2020,Naked bike,1,0,1,1,0
Motomel sirius 250,2020,Naked bike,0,0,0,0,0
Mv Agusta brutale 1000 rr,2020,Naked bike,1,1,1,1,0
Mv Agusta brutale 1000 serie oro,2020,Naked bike,1,1,1,1,0
Mv Agusta brutale 800 rosso,2020,Naked bike,1,1,1,1,0
Mv Agusta brutale 800 rr,2020,Naked bike,1,1,1,1,0
Mv Agusta brutale 800 rr scs,2020,Naked bike,1,1,1,1,0
Mv Agusta dragster 800 rosso,2020,Naked bike,1,1,1,1,0
Mv Agusta dragster 800 rr,2020,Naked bike,1,1,1,1,0
Mv Agusta dragster 800 rr scs,2020,Naked bike,1,1,1,1,0
Mv Agusta rush 1000,2020,Naked bike,1,1,1,1,0
Triumph speed triple rs,2020,Naked bike,1,1,1,1,0
Triumph speed triple s,2020,Naked bike,1,1,1,1,0
Triumph street scrambler,2020,Naked bike,1,0,0,0,0
Triumph street triple r lrh,2020,Naked bike,1,1,1,1,0
Triumph street triple rs,2020,Naked bike,1,1,1,1,0
Triumph street triple s,2020,Naked bike,1,1,0,0,0
Triumph street triple s a2 licence,2020,Naked bike,1,1,0,0,0
Voge 300r,2020,Naked bike,0,0,0,0,0
Voge 500r,2020,Naked bike,0,0,0,0,0
Zontes 310 t1,2020,Naked bike,0,0,0,0,0
Bimota tesi h2,2020,Prototype / concept model,1,1,1,0,0
Aprilia srv 850,2020,Scooter,1,0,1,0,0
Piaggio beverly s 300 abs asr,2020,Scooter,0,0,0,0,0
Aprilia sr motard 125,2020,Scooter,0,0,0,0,0
Aprilia sr motard 50,2020,Scooter,0,0,0,1,0
Piaggio beverly 300 abs asr,2020,Scooter,0,0,0,0,0
Skygo archer,2020,Scooter,0,0,0,0,0
Hanway flash 50,2020,Scooter,0,0,0,0,0
Hanway flash 125,2020,Scooter,0,0,0,1,0
Hamachi alex one 200,2020,Scooter,0,0,0,0,0
Italika d125,2020,Scooter,0,0,0,0,0
Italika d150,2020,Scooter,0,0,0,0,0
Italika ds125,2020,Scooter,0,0,0,0,0
Italika ds150g,2020,Scooter,0,0,0,0,0
Tvs ntorq 125,2020,Scooter,0,0,0,0,0
Italika modena 175,2020,Scooter,0,0,0,0,0
Italika vitala 150,2020,Scooter,0,0,0,0,0
Sinnis shuttle 125,2020,Scooter,0,0,0,0,0
Italika vitala 25,2020,Scooter,0,0,0,0,0
Italika ws150sport,2020,Scooter,0,0,0,0,0
Sinnis matrix 3i,2020,Scooter,0,0,0,0,0
Italika ws175sport,2020,Scooter,0,0,0,0,0
Sinnis jet ii,2020,Scooter,0,0,0,0,0
Italika xs150,2020,Scooter,0,0,0,0,0
Sinnis hero 125,2020,Scooter,0,0,0,0,0
Italjet dragster,2020,Scooter,0,0,0,0,0
Sinnis harrier,2020,Scooter,0,0,0,0,0
Skygo duke,2020,Scooter,0,0,0,0,0
Skygo hero,2020,Scooter,0,0,0,0,0
Junak 104,2020,Scooter,0,0,0,0,0
Junak 607,2020,Scooter,0,0,0,0,0
Junak 609 125,2020,Scooter,0,0,0,0,0
Junak 711,2020,Scooter,0,0,0,0,0
Junak 805,2020,Scooter,0,0,0,0,0
Junak 806 125,2020,Scooter,0,0,0,0,0
Junak johnny 108,2020,Scooter,0,0,0,0,0
Junak vintage 125,2020,Scooter,0,0,0,0,0
Junak vintage 50,2020,Scooter,0,0,0,0,0
Suzuki burgman 125 street,2020,Scooter,0,0,0,0,0
Wt Motors bomber 125,2020,Scooter,0,0,0,0,0
Scomadi tt 200,2020,Scooter,0,0,0,0,0
Kentoya maximus-i 125,2020,Scooter,0,0,0,0,0
Scomadi tt 125,2020,Scooter,0,0,0,0,0
Kentoya rush-i 125,2020,Scooter,0,0,0,1,0
Wt Motors bomber 151,2020,Scooter,0,0,0,0,0
Kymco ak 550,2020,Scooter,1,0,0,0,0
Kymco downtown 350i tcs,2020,Scooter,0,0,0,0,0
Royal Alloy gt 125i,2020,Scooter,0,0,0,0,0
Kymco x-town 300i,2020,Scooter,0,0,0,0,0
Kymco xciting s400i,2020,Scooter,0,0,0,0,0
Lambretta v125 special,2020,Scooter,0,0,0,0,0
Lambretta v200 special flex,2020,Scooter,0,0,0,0,0
Honda forza 300,2020,Scooter,0,0,0,0,0
Ajs digita 50,2020,Scooter,0,0,0,0,0
Honda sh125i,2020,Scooter,0,0,0,0,0
Lambretta v50 special,2020,Scooter,0,0,0,0,0
Ajs insetto 125,2020,Scooter,0,0,0,0,0
Lifan ares 110,2020,Scooter,0,0,0,0,0
Adiva ad3 300lt,2020,Scooter,0,0,0,0,0
Ajs modena 125,2020,Scooter,0,0,0,0,0
Lifan blink,2020,Scooter,0,0,0,0,0
Lifan bws125,2020,Scooter,0,0,0,0,0
Lifan ct-ray,2020,Scooter,0,0,0,0,0
Lifan cub-adv,2020,Scooter,0,0,0,0,0
Lifan jojo 110,2020,Scooter,0,0,0,0,0
Lifan kpv150,2020,Scooter,0,0,0,0,0
Lifan pk110f,2020,Scooter,0,0,0,0,0
Lifan pk125m,2020,Scooter,0,0,0,0,0
Lifan pks110,2020,Scooter,0,0,0,0,0
Lifan showing 110,2020,Scooter,0,0,0,0,0
Lifan vintage,2020,Scooter,0,0,0,0,0
Dafra citycom 300i,2020,Scooter,0,0,0,0,0
Dafra cityclass 200i,2020,Scooter,0,0,0,0,0
Vento spectra 5i 125,2020,Scooter,0,0,0,0,0
Mash city 125 e4,2020,Scooter,0,0,0,0,0
Yamaha fascino,2020,Scooter,0,0,0,0,0
Mitt 50 rt,2020,Scooter,0,0,0,0,0
Honda sh150i,2020,Scooter,0,0,0,0,0
Yamaha ray z,2020,Scooter,0,0,0,0,0
Bmw c 650 sport,2020,Scooter,1,0,0,0,0
Vespa gts super racing sixties,2020,Scooter,0,0,0,0,0
Bmw c 650 gt,2020,Scooter,1,0,0,0,0
Bmw c 400 x,2020,Scooter,0,0,0,0,0
Bintelli escape 49,2020,Scooter,0,0,0,0,0
Bintelli bolt 150,2020,Scooter,0,0,0,0,0
Benelli caffenero 250,2020,Scooter,0,0,0,0,0
Benelli caffenero 150,2020,Scooter,0,0,0,0,0
Peugeot metropolis access,2020,Scooter,0,0,0,0,0
Sym max 600i abs,2020,Scooter,1,0,0,0,0
Sym max 400i abs,2020,Scooter,0,0,0,0,0
Peugeot metropolis ultimate business,2020,Scooter,0,0,0,0,0
Aprilia srv 850 abs-atc,2020,Scooter,1,0,1,0,0
Peugeot metropolis ultimate sport,2020,Scooter,0,0,0,0,0
Aprilia rsv4 rr,2020,Sport,1,1,1,1,0
Ajs cadwell 125,2020,Sport,0,0,0,0,0
Zontes 310 x1,2020,Sport,0,0,0,0,0
Yamaha yzf-r1m,2020,Sport,1,1,1,1,0
Aprilia rsv4 1100 factory,2020,Sport,1,1,1,1,0
Aprilia rsv4 rf,2020,Sport,1,1,1,1,0
Swm gran turismo,2020,Sport,0,0,0,0,0
Aurora hellfire v8,2020,Sport,1,1,1,1,0
Nembo la 32,2020,Sport,1,1,1,1,0
Mv Agusta turismo veloce 800 rosso,2020,Sport,1,1,1,1,0
Mv Agusta superveloce 800 serie oro,2020,Sport,1,1,1,1,0
Mv Agusta superveloce 800,2020,Sport,1,1,1,1,0
Bmw g 310 r,2020,Sport,0,0,0,0,0
Mv Agusta f3 800 rc,2020,Sport,1,1,1,0,0
Mv Agusta f3 800,2020,Sport,1,1,1,1,0
Mv Agusta f3 675,2020,Sport,1,1,1,0,0
Bmw s 1000 xr,2020,Sport,1,1,1,1,0
Brough Superior anniversary,2020,Sport,1,0,1,1,0
Brough Superior pendine sand racer,2020,Sport,1,0,1,1,0
Brough Superior ss100,2020,Sport,1,0,1,1,0
Mitt 125 tk,2020,Sport,0,0,0,1,0
Mitt 125 pk max,2020,Sport,0,0,0,0,0
Mitt 125 pk,2020,Sport,0,0,0,0,0
Mitt 125 gp-2,2020,Sport,0,0,0,0,0
Mitt 125 gp limited,2020,Sport,0,0,0,0,0
Triumph daytona moto tm 765 limited edition,2020,Sport,1,1,1,1,0
Megelli sport 250 r,2020,Sport,0,0,0,0,0
Malaguti rst125,2020,Sport,0,0,0,1,0
Dafra apache rtr 200,2020,Sport,0,0,0,0,0
Dafra next 300,2020,Sport,0,0,0,0,0
Dafra nh 190,2020,Sport,0,0,0,1,0
Ducati 1299 panigale r final edition,2020,Sport,1,0,1,1,0
Lifan ss3,2020,Sport,0,0,0,0,0
Lifan road bar 150,2020,Sport,0,0,0,0,0
Lifan kpr150,2020,Sport,0,0,0,0,0
Lifan kpr 200,2020,Sport,0,0,0,0,0
Lifan kpm-200,2020,Sport,0,0,0,0,0
Lifan kpm 200,2020,Sport,0,0,0,0,0
Lifan kp150f,2020,Sport,0,0,0,0,0
Lifan kp150,2020,Sport,0,0,0,0,0
Lifan kp-200,2020,Sport,0,0,0,0,0
Lifan hunter 150,2020,Sport,0,0,0,0,0
Lifan em150l,2020,Sport,0,0,0,0,0
Lifan ccr150,2020,Sport,0,0,0,0,0
Lifan camel 150,2020,Sport,0,0,0,0,0
Ducati panigale v2,2020,Sport,1,0,1,1,0
Ducati panigale v4,2020,Sport,1,1,1,1,0
Ducati panigale v4 r,2020,Sport,1,1,1,1,0
Ducati panigale v4 s,2020,Sport,1,1,1,1,0
Ktm rc 390,2020,Sport,0,0,0,1,0
Ktm rc 125,2020,Sport,0,0,0,1,0
Ducati supersport s,2020,Sport,1,0,1,0,0
Kawasaki ninja 400 se,2020,Sport,0,0,0,0,0
Kawasaki ninja 400 krt se,2020,Sport,0,0,0,0,0
Junak rx one 125,2020,Sport,0,0,0,0,0
Junak rsk 125,2020,Sport,0,0,0,0,0
Junak raw 50,2020,Sport,0,0,0,0,0
Junak furious,2020,Sport,0,0,0,0,0
Junak 902,2020,Sport,0,0,0,0,0
Junak 901,2020,Sport,0,0,0,0,0
Ducati xdiavel,2020,Sport,1,0,1,0,0
Italika xt110,2020,Sport,0,0,0,0,0
Italika rt250,2020,Sport,0,0,0,0,0
Italika rt200,2020,Sport,0,0,0,0,0
Ducati xdiavel s,2020,Sport,1,0,1,0,0
Italika ft180 ts,2020,Sport,0,0,0,0,0
Italika ft 250 ts,2020,Sport,0,0,0,0,0
Italika fiera 150,2020,Sport,0,0,0,0,0
Italika dt150 sport,2020,Sport,0,0,0,0,0
Italika dt125sport,2020,Sport,0,0,0,0,0
Italika dt 200 sport,2020,Sport,0,0,0,0,0
Italika at125rt,2020,Sport,0,0,0,0,0
Italika at110 rt,2020,Sport,0,0,0,0,0
Italika at110,2020,Sport,0,0,0,0,0
Italika 250 z,2020,Sport,0,0,0,0,0
Italika 200z,2020,Sport,0,0,0,0,0
Italika 150 z,2020,Sport,0,0,0,0,0
Italika 150 sz,2020,Sport,0,0,0,0,0
Italika 125 z,2020,Sport,0,0,0,0,0
Voge 300rr,2020,Sport,0,0,0,0,0
Hunter sniper tt350x,2020,Sport,0,0,0,0,0
Mv Agusta turismo veloce lusso,2020,Sport touring,1,1,1,1,0
Cf Moto 650gt abs,2020,Sport touring,1,0,0,0,0
Ducati multistrada 1260 s grand tour,2020,Sport touring,1,0,1,1,0
Voge 500ds,2020,Sport touring,0,0,0,1,0
Swm superdual x,2020,Sport touring,1,0,0,1,0
Italika v200,2020,Sport touring,0,0,0,0,0
Swm superdual t,2020,Sport touring,1,0,0,1,0
Mv Agusta turismo veloce lusso rc scs,2020,Sport touring,1,1,1,1,0
Italika vx250efi,2020,Sport touring,0,0,0,1,0
Mv Agusta turismo veloce lusso scs,2020,Sport touring,1,1,1,1,0
Jawa-Cz 660 sportard,2020,Super motard,1,0,0,1,0
Ajp pr3 supermoto 125,2020,Super motard,0,0,0,1,0
Sinnis akuma 125,2020,Super motard,0,0,0,0,0
Triumph tiger 800 xrx low,2020,Super motard,1,1,1,0,0
Triumph tiger 800 xrx,2020,Super motard,1,1,1,0,0
Husqvarna 701 supermoto,2020,Super motard,1,0,0,1,0
Triumph tiger 800 xrt,2020,Super motard,1,1,1,0,0
Triumph tiger 800 xr,2020,Super motard,1,1,1,0,0
Triumph tiger 800 xcx,2020,Super motard,1,1,1,0,0
Triumph tiger 800 xca,2020,Super motard,1,1,1,1,0
Italika dm125,2020,Super motard,0,0,0,0,0
Italika dm 150,2020,Super motard,0,0,0,1,0
Ktm 690 smc r,2020,Super motard,1,0,0,1,0
Hanway xtm 50,2020,Super motard,0,0,0,1,0
Fb Mondial smx motard,2020,Super motard,0,0,0,1,0
Hamachi rcx 250,2020,Super motard,0,0,0,0,0
Ajp pr3 supermoto 240,2020,Super motard,0,0,0,1,0
Ajp pr3 supermoto pro 125,2020,Super motard,0,0,0,1,0
Ajp pr3 supermoto pro 240,2020,Super motard,0,0,0,1,0
Aprilia dorsoduro 900,2020,Super motard,1,0,1,1,0
Lifan kp mini,2020,Super motard,0,0,0,0,0
Husqvarna fs 450,2020,Super motard,0,0,0,1,0
Ajp pr4 supermoto pro 240,2020,Super motard,0,0,0,1,0
Suzuki v-strom 650,2020,Super motard,1,0,0,1,0
Christini awd military,2020,Super motard,0,0,0,1,0
Christini awd 450 sm,2020,Super motard,0,0,0,1,0
Harley-Davidson electra glide standard,2020,Touring,1,0,1,0,0
Harley-Davidson superlow 120t,2020,Touring,1,0,0,0,0
Moto Guzzi california 1400 touring,2020,Touring,1,0,1,0,0
Harley-Davidson road king,2020,Touring,1,0,1,0,0
Harley-Davidson road glide limited,2020,Touring,1,0,1,0,0
Harley-Davidson tri glide ultra,2020,Touring,1,0,1,0,0
Benelli trk 251,2020,Touring,0,0,0,1,0
Voge 650ds,2020,Touring,1,0,0,0,0
Harley-Davidson street glide,2020,Touring,1,0,1,0,0
Harley-Davidson road glide special,2020,Touring,1,0,1,0,0
Harley-Davidson road king special,2020,Touring,1,0,1,0,0
Harley-Davidson cvo limited,2020,Touring,1,0,1,0,0
Harley-Davidson cvo street glide,2020,Touring,1,0,1,0,0
Bmw k 1600 gt,2020,Touring,1,1,1,0,0
Harley-Davidson ultra limited,2020,Touring,1,0,1,0,0
Harley-Davidson cvo road glide,2020,Touring,1,0,1,0,0
Harley-Davidson cvo tri glide,2020,Touring,1,0,1,0,0
Harley-Davidson road glide,2020,Touring,1,0,1,0,0
Harley-Davidson street glide special,2020,Touring,1,0,1,0,0
Lifan kp250,2020,Trial,0,0,0,0,0
Senke sk150 hunter,2021,Allround,0,0,0,0,0
Italika dt 110 delivery,2021,Allround,0,0,0,0,0
Herald cafe 400,2021,Allround,0,0,0,0,0
Moto Guzzi v9 bobber sport,2021,Allround,1,0,0,0,0
Vento wind 125,2021,Allround,0,0,0,0,0
Voge 300ac,2021,Allround,0,0,0,0,0
Um renegade commando 150,2021,Allround,0,0,0,0,0
Benelli trk 502 x,2021,Allround,0,0,0,1,0
Benelli trk 502,2021,Allround,0,0,0,0,0
Mh bogga rocker  125,2021,Allround,0,0,0,0,0
Mh bogga 125,2021,Allround,0,0,0,0,0
Orcal astor 125,2021,Allround,0,0,0,0,0
Csc Motorcycles rx4,2021,Allround,0,0,0,1,0
Benelli imperiale 400,2021,Allround,0,0,0,0,0
Husqvarna svartpilen 401,2021,Allround,0,0,0,1,0
Ducati diavel 1260 lamborghini,2021,Allround,1,0,1,0,0
Ducati multistrada 950,2021,Allround,1,0,1,1,0
Ducati multistrada 950 s,2021,Allround,1,0,1,1,0
Skyteam rocket 125,2021,Allround,0,0,0,0,0
Triumph speed twin,2021,Allround,1,0,1,0,0
Lexmoto tempest gt 125,2021,Allround,0,0,0,0,0
Benelli 502c,2021,Allround,0,0,0,0,0
Suzuki raider r150,2021,Allround,0,0,0,0,0
Bennche mb200,2021,Allround,0,0,0,0,0
Kymco spade 150i,2021,Allround,0,0,0,0,0
Skyteam classic 50,2021,Allround,0,0,0,0,0
Ducati scrambler icon,2021,Allround,1,0,0,0,0
Ducati scrambler nightshift,2021,Allround,1,0,0,0,0
Triumph tiger 1200 xca,2021,Allround,1,1,1,1,0
Ktm 1290 super adventure s,2021,Allround,1,0,1,1,0
Triumph tiger 1200 xcx,2021,Allround,1,1,1,1,0
Ktm 1290 super adventure r,2021,Allround,1,0,1,1,0
Triumph tiger 1200 xr,2021,Allround,1,1,1,1,0
Triumph tiger 1200 xrt,2021,Allround,1,1,1,1,0
Triumph tiger 1200 xrx,2021,Allround,1,1,1,0,0
Triumph tiger 1200 xrx low,2021,Allround,1,1,1,0,0
Keeway rks 150 gs,2021,Allround,0,0,0,0,0
Kawasaki versys-x 300 se,2021,Allround,0,0,0,1,0
Kawasaki versys 650 lt,2021,Allround,1,0,0,1,0
Kawasaki versys 650,2021,Allround,1,0,0,1,0
Horex vr6 classic hl,2021,Allround,1,1,1,0,0
Brixton cromwell 250,2021,Allround,0,0,0,0,0
Senke sk150-20,2021,Allround,0,0,0,0,0
Horex vr6 classic,2021,Allround,1,1,1,0,0
Sommer diesel 516,2021,Allround,0,1,0,0,0
Sinnis bomber 125,2021,Allround,0,0,0,0,0
Gymotor cb200,2021,Allround,0,0,0,0,0
Janus phoenix 250,2021,Allround,0,0,0,0,0
Janus halcyon 450,2021,Allround,0,0,0,0,0
Janus halcyon 250,2021,Allround,0,0,0,0,0
Janus gryffin 250,2021,Allround,0,0,0,1,0
Goes iron,2021,ATV,0,0,0,1,0
Cf Moto cforce 450,2021,ATV,0,0,0,0,0
Polaris sportsman 850 high lifter,2021,ATV,1,0,1,1,0
Kymco maxxer 450i,2021,ATV,0,0,0,1,0
Polaris scrambler xp 1000 s,2021,ATV,1,0,1,1,0
Tgb blade 520,2021,ATV,0,0,0,1,0
Bennche gray wolf 400,2021,ATV,0,0,0,1,0
Polaris sportsman touring xp 1000,2021,ATV,1,0,1,1,0
Polaris sportsman xp 1000 s,2021,ATV,1,0,1,1,0
Baltmotors vanguard,2021,ATV,0,0,0,0,0
Tgb blade 600 se-x eps,2021,ATV,1,0,0,1,0
Access minisport 110,2021,ATV,0,0,0,0,0
Polaris sportsman xp 1000,2021,ATV,1,0,1,1,0
Bennche gray wolf 500,2021,ATV,0,0,0,1,0
Polaris sportsman 570,2021,ATV,1,0,0,1,0
Polaris sportsman 850,2021,ATV,1,0,1,1,0
Polaris sportsman 450 h.o.,2021,ATV,0,0,0,1,0
Polaris sportsman touring 570,2021,ATV,1,0,0,1,0
Tgb blade 600 se,2021,ATV,1,0,0,1,0
Polaris scrambler 850,2021,ATV,1,0,1,1,0
Bennche pathcross 650l,2021,ATV,1,0,0,1,0
Vervemoto classic s 125i,2021,Classic,0,0,0,0,0
Cleveland ace 250,2021,Classic,0,0,0,0,0
Triumph thruxton rs,2021,Classic,1,0,1,0,0
Ural frwl,2021,Classic,1,1,0,0,0
Cleveland ace 400,2021,Classic,0,0,0,0,0
Ural geo,2021,Classic,1,1,0,0,0
Qingqi u-zeal 200r cafe racer,2021,Classic,0,0,0,0,0
Triumph scrambler 1200 xc,2021,Classic,1,0,1,1,0
Triumph scrambler 1200 xe,2021,Classic,1,0,1,1,0
Triumph scrambler 1200 bond edition,2021,Classic,1,0,1,1,0
Ccm raf benevolent fund spitfire,2021,Classic,1,0,0,0,0
Moto Guzzi v7 stone centenario,2021,Classic,1,0,0,0,0
Skyteam ace 125,2021,Classic,0,0,0,0,0
Ural gear up,2021,Classic,1,1,0,0,0
Triumph scrambler 1200 steve mcqueen,2021,Classic,1,0,1,1,0
Wk scrambler 125,2021,Classic,0,0,0,0,0
Swm six days 500,2021,Classic,0,0,0,1,0
Skyteam ace-r 50,2021,Classic,0,0,0,0,0
Ural ct,2021,Classic,1,1,0,0,0
Ducati scrambler 1100 dark pro,2021,Classic,1,0,1,0,0
Husqvarna fc 250,2021,Cross / motocross,0,0,0,1,0
Husqvarna fc 450 rock star,2021,Cross / motocross,0,0,0,1,0
Ktm 450 sx-f factory,2021,Cross / motocross,0,0,0,1,0
Gas Gas mc 125,2021,Cross / motocross,0,0,0,1,0
Husqvarna fc 350,2021,Cross / motocross,0,0,0,1,0
Husqvarna tc 125,2021,Cross / motocross,0,0,0,1,0
Ktm 450 sx-f,2021,Cross / motocross,0,0,0,1,0
Gas Gas mc 250f,2021,Cross / motocross,0,0,0,1,0
Husqvarna fc 450,2021,Cross / motocross,0,0,0,1,0
Sinnis hoodlum 125,2021,Custom / cruiser,0,0,0,0,0
Bmw r 18,2021,Custom / cruiser,1,1,1,0,0
Bmw r 18 classic,2021,Custom / cruiser,1,1,1,0,0
Indian ftr 1200 r carbon,2021,Custom / cruiser,1,0,1,0,0
Indian ftr 1200,2021,Custom / cruiser,1,0,1,1,0
Harley-Davidson breakout,2021,Custom / cruiser,1,0,1,0,0
Keeway k-light 125,2021,Custom / cruiser,0,0,0,0,0
Indian vintage dark horse,2021,Custom / cruiser,1,0,1,0,0
Harley-Davidson fat bob 114,2021,Custom / cruiser,1,0,1,0,0
Hunter spyder 350,2021,Custom / cruiser,0,0,0,0,0
Triumph rocket 3 gt,2021,Custom / cruiser,1,1,1,0,0
Boss Hoss sierra trike,2021,Custom / cruiser,1,1,1,0,0
Keeway patagonian eagle 250,2021,Custom / cruiser,0,0,0,0,0
Indian challenger limited,2021,Custom / cruiser,1,0,1,0,0
Senke sk150,2021,Custom / cruiser,0,0,0,0,0
Hyosung aquila gv125s,2021,Custom / cruiser,0,0,0,0,0
Harley-Davidson softail slim,2021,Custom / cruiser,1,0,1,0,0
Keeway superlight 125,2021,Custom / cruiser,0,0,0,0,0
Indian scout,2021,Custom / cruiser,1,0,1,0,0
Horex vr6 raw,2021,Custom / cruiser,1,1,1,0,0
Keeway superlight 125 limited e4,2021,Custom / cruiser,0,0,0,0,0
Indian chieftain limited,2021,Custom / cruiser,1,0,1,0,0
Harley-Davidson forty-eight,2021,Custom / cruiser,1,0,0,0,0
Harley-Davidson freewheeler,2021,Custom / cruiser,1,0,1,0,0
Indian vintage,2021,Custom / cruiser,1,0,1,0,0
Harley-Davidson heritage classic,2021,Custom / cruiser,1,0,1,0,0
Indian challenger,2021,Custom / cruiser,1,0,1,0,0
Harley-Davidson heritage classic 114,2021,Custom / cruiser,1,0,1,0,0
Triumph rocket 3 r,2021,Custom / cruiser,1,1,1,0,0
Indian challenger dark horse,2021,Custom / cruiser,1,0,1,0,0
Mitt 440 mb,2021,Custom / cruiser,0,0,0,0,0
Harley-Davidson iron 883,2021,Custom / cruiser,1,0,0,0,0
Triumph rocket 3 gt triple black,2021,Custom / cruiser,1,1,1,0,0
Indian ftr rally,2021,Custom / cruiser,1,0,1,1,0
Indian scout bobber twenty,2021,Custom / cruiser,1,0,1,0,0
Leonart daytona 125 x,2021,Custom / cruiser,0,0,0,0,0
Indian scout sixty,2021,Custom / cruiser,1,0,1,0,0
Moto Guzzi mgx-21  1400,2021,Custom / cruiser,1,0,1,0,0
Indian ftr 1200 s,2021,Custom / cruiser,1,0,1,1,0
Triumph rocket 3 r black,2021,Custom / cruiser,1,1,1,0,0
Harley-Davidson fat boy 114,2021,Custom / cruiser,1,0,1,0,0
Indian scout bobber sixty,2021,Custom / cruiser,1,0,1,0,0
Indian scout bobber,2021,Custom / cruiser,1,0,1,0,0
Harley-Davidson sport glide,2021,Custom / cruiser,1,0,1,0,0
Jawa 350 ohc,2021,Custom / cruiser,0,0,0,0,0
Ducati scrambler desert sled fasthouse,2021,Enduro / offroad,1,0,0,1,0
Moto Guzzi v85 tt centenario,2021,Enduro / offroad,1,0,1,0,0
Malaguti xtm125,2021,Enduro / offroad,0,0,0,1,0
Benelli leoncino 500,2021,Enduro / offroad,0,0,0,0,0
Orion rx 250,2021,Enduro / offroad,0,0,0,1,0
Husqvarna svartpilen 125,2021,Enduro / offroad,0,0,0,1,0
Aprilia rx 125,2021,Enduro / offroad,0,0,0,1,0
Moto Guzzi v85 tt premium graphics,2021,Enduro / offroad,1,0,1,0,0
Husqvarna fx 450,2021,Enduro / offroad,0,0,0,1,0
Ducati desert sled fasthouse,2021,Enduro / offroad,1,0,0,1,0
Ducati multistrada 1260 enduro,2021,Enduro / offroad,1,0,1,1,0
Fantic xef 125 performance,2021,Enduro / offroad,0,0,0,1,0
Ajp spr 510r,2021,Enduro / offroad,0,0,0,1,0
Husqvarna fx 350,2021,Enduro / offroad,0,0,0,1,0
Moto Guzzi v85 tt travel,2021,Enduro / offroad,1,0,1,0,0
Husqvarna fe 450,2021,Enduro / offroad,0,0,0,1,0
Husqvarna fe 250,2021,Enduro / offroad,0,0,0,1,0
Skyteam scrambler 125,2021,Enduro / offroad,0,0,0,0,0
Harley-Davidson pan america 1250,2021,Enduro / offroad,1,0,1,0,0
Rieju marathon 125 pro,2021,Enduro / offroad,0,0,0,1,0
Bmw f 850 gs,2021,Enduro / offroad,1,0,1,1,0
Sinnis 125 terrain,2021,Enduro / offroad,0,0,0,0,0
Rokon mototractor,2021,Enduro / offroad,0,0,0,0,0
Fantic xef 250 trail,2021,Enduro / offroad,0,0,0,1,0
Rokon trail-breaker,2021,Enduro / offroad,0,0,0,0,0
Suzuki dr150,2021,Enduro / offroad,0,0,0,1,0
Um dsrx 200,2021,Enduro / offroad,0,0,0,1,0
Swm rs 125 r,2021,Enduro / offroad,0,0,0,1,0
Ducati scrambler desert sled,2021,Enduro / offroad,1,0,0,1,0
Husqvarna 701 enduro,2021,Enduro / offroad,1,0,0,1,0
Ktm 890 adventure r rally,2021,Enduro / offroad,1,0,1,1,0
