bike,year,category,displacement_ccm,engine_cylinder,power_hp,seat_height_mm,dry_weight_kg
Daelim roadsport 125,2014,Naked bike,0,0,0,0,0
Cr&S vun,2014,Naked bike,1,0,0,0,0
Cr&S duu,2014,Naked bike,1,0,1,0,0
Confederate x132 hellcat combat,2014,Naked bike,1,0,1,0,0
Confederate r135 wraith combat,2014,Naked bike,1,0,1,0,0
Yamaha fz1 fazer,2014,Naked bike,1,1,1,1,0
Avinton vintage,2014,Naked bike,1,0,1,0,0
Avinton super snake,2014,Naked bike,1,0,1,0,0
Suzuki gsr250s,2014,Naked bike,0,0,0,0,0
Husqvarna nuda 900,2014,Naked bike,1,0,1,1,0
Husqvarna nuda 900r,2014,Naked bike,1,0,1,1,0
Yamaha xjr1300 eau rouge by deus,2014,Naked bike,1,1,1,0,0
Avinton grand sport,2014,Naked bike,1,0,1,0,0
Avinton deluxe,2014,Naked bike,1,0,1,0,0
Aprilia shiver 750 abs,2014,Naked bike,1,0,1,0,0
Ktm 690 duke r abs,2014,Naked bike,1,0,0,1,0
Avinton cult,2014,Naked bike,1,0,1,0,0
Bmw f 800 r,2014,Naked bike,1,0,1,0,0
Ktm 690 abs duke,2014,Naked bike,1,0,0,1,0
Avinton collector roadster,2014,Naked bike,1,0,1,0,0
Yamaha xjr1300,2014,Naked bike,1,1,1,0,0
Mv Agusta rivale 800,2014,Naked bike,1,1,1,0,0
Avinton collector race,2014,Naked bike,1,0,1,0,0
Ktm 1290 superduke pp,2014,Naked bike,1,0,1,1,0
Ktm 1290 super duke r abs,2014,Naked bike,1,0,1,1,0
Ktm 1290 super duke r,2014,Naked bike,1,0,1,1,0
Ktm 125 rc pp,2014,Naked bike,0,0,0,1,0
Ktm 125 duke,2014,Naked bike,0,0,0,0,0
Yamaha mt-07,2014,Naked bike,1,0,0,1,0
Bmw k 1300 r,2014,Naked bike,1,1,1,1,0
Keeway rk6 600i,2014,Naked bike,1,1,1,0,0
Keeway rks 125,2014,Naked bike,0,0,0,0,0
Keeway rks 150,2014,Naked bike,0,0,0,0,0
Keeway rks 200,2014,Naked bike,0,0,0,0,0
Keeway rks 200s,2014,Naked bike,0,0,0,0,0
Keeway rkv 125,2014,Naked bike,0,0,0,0,0
Aprilia tuono v4 r aprc,2014,Naked bike,1,1,1,1,0
Keeway rkv 150,2014,Naked bike,0,0,0,0,0
Keeway rkv 200,2014,Naked bike,0,0,0,0,0
Keeway rkv 200s,2014,Naked bike,0,0,0,0,0
Keeway rkv 200s factory,2014,Naked bike,0,0,0,0,0
Sonik vortex,2014,Scooter,0,0,0,1,0
Yamaha bws naked 50,2014,Scooter,0,0,0,0,0
Tauris estoril 50 2t,2014,Scooter,0,0,0,0,0
Sonik tour,2014,Scooter,0,0,0,0,0
Benelli pepe 50 classic 2t,2014,Scooter,0,0,0,0,0
Keeway hurricane 50,2014,Scooter,0,0,0,0,0
Benelli pepe 4t,2014,Scooter,0,0,0,0,0
Gilera fuoco 500,2014,Scooter,0,0,0,0,0
Honda s-wing 125,2014,Scooter,0,0,0,0,0
Yamaha vity,2014,Scooter,0,0,0,0,0
Benelli velvet 150,2014,Scooter,0,0,0,1,0
Ajs modena 125,2014,Scooter,0,0,0,0,0
Benelli caffenero 250,2014,Scooter,0,0,0,0,0
Honda scoopy,2014,Scooter,0,0,0,0,0
Daelim s1 125,2014,Scooter,0,0,0,0,0
Yamaha x-city 125,2014,Scooter,0,0,0,0,0
Aprilia srv 850,2014,Scooter,1,0,1,0,0
Benelli caffenero 125,2014,Scooter,0,0,0,0,0
Honda sh125i,2014,Scooter,0,0,0,0,0
Suzuki skywave 400 type s abs,2014,Scooter,0,0,0,0,0
Bmw c 650 gt,2014,Scooter,1,0,0,0,0
Tauris piccadilly 50 4t,2014,Scooter,0,0,0,0,0
Sonik modena,2014,Scooter,0,0,0,0,0
Benelli x 125,2014,Scooter,0,0,0,1,0
Tauris movida 125 4t,2014,Scooter,0,0,0,0,0
Tauris firefly 50 2t,2014,Scooter,0,0,0,0,0
Daelim b-bone 125,2014,Scooter,0,0,0,0,0
Yamaha cygnus x,2014,Scooter,0,0,0,0,0
Tauris freccia 125 4t,2014,Scooter,0,0,0,0,0
Over b uno,2014,Scooter,0,0,0,0,0
Suzuki address v125s,2014,Scooter,0,0,0,0,0
Ajs modena 50,2014,Scooter,0,0,0,0,0
Tauris freccia 50 4t,2014,Scooter,0,0,0,0,0
Daelim s3 125,2014,Scooter,0,0,0,0,0
Keeway milan 50,2014,Scooter,0,0,0,0,0
Bmw c 600 sport,2014,Scooter,1,0,0,0,0
Cf Moto jetmax 250,2014,Scooter,0,0,0,0,0
Suzuki skywave 250 type s,2014,Scooter,0,0,0,0,0
Sonik strada,2014,Scooter,0,0,0,1,0
Hyosung ms3-250,2014,Scooter,0,0,0,0,0
Over b tre,2014,Scooter,0,0,0,0,0
Quadro s,2014,Scooter,0,0,0,0,0
Tauris capri 50 2t art,2014,Scooter,0,0,0,0,0
Suzuki burgman 125,2014,Scooter,0,0,0,0,0
Quadro 350 d,2014,Scooter,0,0,0,0,0
Hyosung prima,2014,Scooter,0,0,0,0,0
Tauris piccadilly 125 4t,2014,Scooter,0,0,0,0,0
Adiva ad tre,2014,Scooter,0,0,0,0,0
Vento vortex 150,2014,Scooter,0,0,0,1,0
Aprilia sr motard 125,2014,Scooter,0,0,0,0,0
Benelli caffenero 150,2014,Scooter,0,0,0,0,0
Aeon elite 400i,2014,Scooter,0,0,0,0,0
Honda faze,2014,Scooter,0,0,0,0,0
Sonik siena,2014,Scooter,0,0,0,1,0
Tauris movida 50 2t,2014,Scooter,0,0,0,0,0
Quadro 4,2014,Scooter,0,0,0,0,0
Honda faze abs,2014,Scooter,0,0,0,0,0
Honda zoomer-x,2014,Scooter,0,0,0,0,0
Honda faze type-s,2014,Scooter,0,0,0,0,0
Adiva ad tre 55,2014,Scooter,0,0,0,0,0
Aprilia sr motard 50,2014,Scooter,0,0,0,0,0
Hyosung rally,2014,Scooter,0,0,0,0,0
Suzuki skydrive 125,2014,Scooter,0,0,0,0,0
Suzuki shooter 115 fi,2014,Scooter,0,0,0,0,0
Sonik free wind,2014,Scooter,0,0,0,0,0
Ajs digita 50,2014,Scooter,0,0,0,0,0
Honda beat 110,2014,Scooter,0,0,0,0,0
Honda wave dash 110,2014,Scooter,0,0,0,0,0
Honda forza z,2014,Scooter,0,0,0,0,0
Over thor,2014,Scooter,0,0,0,0,0
Honda wave 110i,2014,Scooter,0,0,0,0,0
Suzuki nex 115,2014,Scooter,0,0,0,0,0
Honda wave 100r,2014,Scooter,0,0,0,0,0
Honda forza z abs,2014,Scooter,0,0,0,0,0
Honda wave 100,2014,Scooter,0,0,0,0,0
Keeway target 110,2014,Scooter,0,0,0,0,0
Sonik raptor,2014,Scooter,0,0,0,0,0
Keeway swan 50,2014,Scooter,0,0,0,0,0
Daelim s3 advance 250,2014,Scooter,0,0,0,0,0
Hyosung sense,2014,Scooter,0,0,0,0,0
Sonik mach 2,2014,Scooter,0,0,0,0,0
Honda nc750d integra,2014,Scooter,1,0,0,0,0
Aeon urban 350i,2014,Scooter,0,0,0,1,0
Sonik eagle king,2014,Scooter,0,0,0,1,0
Ktm 1190 rc8 r,2014,Sport,1,0,1,0,0
Honda cb125 cl,2014,Sport,0,0,0,0,0
Honda cb400,2014,Sport,0,1,0,0,0
Daelim vjf 250,2014,Sport,0,0,0,0,0
Keeway strike 125,2014,Sport,0,0,0,0,0
Erik Buell Racing 1190sx,2014,Sport,1,0,1,1,0
Zontes zt125-8a panther,2014,Sport,0,0,0,0,0
Mv Agusta f4 rr,2014,Sport,1,1,1,1,0
Erik Buell Racing 1190rx,2014,Sport,1,0,1,1,0
Zontes zt125-5a monster,2014,Sport,0,0,0,0,0
Aprilia rsv4 r aprc abs,2014,Sport,1,1,1,1,0
Bimota db10 b.motard,2014,Sport,1,0,1,1,0
Keeway strike 150,2014,Sport,0,0,0,0,0
Ktm rc 125,2014,Sport,0,0,0,1,0
Aprilia rsv4 factory aprc abs,2014,Sport,1,1,1,1,0
Mv Agusta f4,2014,Sport,1,1,1,1,0
Zontes zt125-3a tiger,2014,Sport,0,0,0,0,0
Ktm rc 200,2014,Sport,0,0,0,1,0
Ktm rc 390,2014,Sport,0,0,0,1,0
Ducati 1199 panigale s,2014,Sport,1,0,1,1,0
Mv Agusta f3 800 ago,2014,Sport,1,1,1,0,0
Ducati 1199 panigale r,2014,Sport,1,0,1,1,0
Jawa-Cz 125,2014,Sport,0,0,0,1,0
Jawa-Cz 250,2014,Sport,0,0,0,1,0
Jawa-Cz 350,2014,Sport,0,0,0,1,0
Ducati 1199 panigale,2014,Sport,1,0,1,1,0
Jawa-Cz 50 robby,2014,Sport,0,0,0,0,0
Bmw s 1000 rr,2014,Sport,1,1,1,1,0
Atk gt650r,2014,Sport,1,0,1,1,0
Keeway rk iii 200,2014,Sport,0,0,0,0,0
Bmw s 1000 r sport,2014,Sport,1,1,1,1,0
Mv Agusta f3 800,2014,Sport,1,1,1,0,0
Keeway rk iii 150s,2014,Sport,0,0,0,0,0
Keeway rk iii 150,2014,Sport,0,0,0,0,0
Mv Agusta f4 r,2014,Sport,1,1,1,1,0
Keeway rk iii 125s,2014,Sport,0,0,0,0,0
Keeway rk iii 125,2014,Sport,0,0,0,0,0
Hyosung gt250r,2014,Sport,0,0,0,0,0
Bimota tesi 3d naked,2014,Sport,1,0,1,0,0
Bimota db11,2014,Sport,1,0,1,0,0
Ajs nac12 125 mk2,2014,Sport,0,0,0,0,0
Hartford vr-125h,2014,Sport,0,0,0,1,0
Bimota tesi 3d e,2014,Sport,1,0,1,0,0
Hartford vr125z,2014,Sport,0,0,0,0,0
Hartford vr200x,2014,Sport,0,0,0,1,0
Gogo Moto go 200-d,2014,Sport,0,0,0,0,0
Bmw s 1000 r,2014,Sport,1,1,1,1,0
Bimota db9 brivido s,2014,Sport,1,0,1,0,0
Derbi gpr 125,2014,Sport,0,0,0,0,0
Bimota db9 brivido,2014,Sport,1,0,1,0,0
Hyosung gt250,2014,Sport,0,0,0,0,0
Bmw hp4,2014,Sport,1,1,1,1,0
Keeway arsen 150,2014,Sport,0,0,0,0,0
Keeway arsen 125,2014,Sport,0,0,0,0,0
Bimota db5 e desiderio,2014,Sport,1,0,1,0,0
Bmw hp4 carbon,2014,Sport,1,1,1,1,0
Bimota db8 italia,2014,Sport,1,0,1,0,0
Honda cbf125,2014,Sport,0,0,0,0,0
Daelim roadsport 250,2014,Sport,0,0,0,0,0
Honda cb500x abs,2014,Sport,0,0,0,0,0
Honda cb500x,2014,Sport,0,0,0,0,0
Bimota db7 oronero,2014,Sport,1,0,1,0,0
Atk gt250r,2014,Sport,0,0,0,0,0
Ducati 899 panigale,2014,Sport,1,0,1,1,0
Bimota db5 re,2014,Sport,1,0,1,0,0
Suzuki hayabusa abs z,2014,Sport,1,1,1,0,0
Bmw k 1300 s sport,2014,Sport,1,1,1,1,0
Honda cb110,2014,Sport,0,0,0,0,0
Bmw k 1300 s,2014,Sport,1,1,1,1,0
Mv Agusta f3 675,2014,Sport,1,1,1,0,0
Suzuki bandit 1250f abs,2014,Sport touring,1,1,1,0,0
Kawasaki 1400gtr grand tourer,2014,Sport touring,1,1,1,1,0
Moto Guzzi norge gt 8v,2014,Sport touring,1,0,1,0,0
Honda vfr800f,2014,Sport touring,1,1,1,0,0
Ducati multistrada 1200 s touring,2014,Sport touring,1,0,1,1,0
Mv Agusta turismo veloce lusso 800,2014,Sport touring,1,1,1,1,0
Mv Agusta turismo veloce 800,2014,Sport touring,1,1,1,1,0
Ducati diavel strada,2014,Sport touring,1,0,1,0,0
Ducati multistrada 1200 s pikes peak,2014,Super motard,1,0,1,1,0
Kreidler supermoto 125 dd,2014,Super motard,0,0,0,1,0
Ducati hypermotard sp,2014,Super motard,1,0,1,1,0
Jawa-Cz 660,2014,Super motard,1,0,0,1,0
Kawasaki d-tracker 150,2014,Super motard,0,0,0,0,0
Kawasaki d-tracker x,2014,Super motard,0,0,0,1,0
Xingyue xy400gy-3,2014,Super motard,0,0,0,1,0
Ktm 690 smc r,2014,Super motard,1,0,0,1,0
Keeway tx 200 sm,2014,Super motard,0,0,0,1,0
Keeway tx 125 sm,2014,Super motard,0,0,0,1,0
Aprilia dorsoduro 750 abs,2014,Super motard,1,0,1,1,0
Ducati hypermotard,2014,Super motard,1,0,1,1,0
Ccm gp450,2014,Super motard,0,0,0,1,0
Yamaha tmax hypermodified,2014,Super motard,0,0,0,1,0
Buccimoto br1f6 motard,2014,Super motard,0,0,0,0,0
Sachs zz 125 supermoto,2014,Super motard,0,0,0,1,0
Keeway kxm 200,2014,Super motard,0,0,0,1,0
Derbi senda drd 125 sm,2014,Super motard,0,0,0,1,0
Bmw k 1600 gt sport,2014,Touring,1,1,1,0,0
Bmw k 1600 gtl e,2014,Touring,1,1,1,0,0
Bmw k 1600 gt se,2014,Touring,1,1,1,0,0
Bmw r 1200 rt le,2014,Touring,1,1,1,0,0
Bmw k 1600 gtl,2014,Touring,1,1,1,0,0
Moto Guzzi california 1400 touring,2014,Touring,1,0,1,0,0
Gogo Moto go 125-27,2014,Touring,0,0,0,0,0
Bmw r 1200 rt se,2014,Touring,1,1,1,0,0
Bmw k 1600 gt,2014,Touring,1,1,1,0,0
Ducati multistrada 1200 s granturismo,2014,Touring,1,0,1,1,0
Bmw r 1200 rt,2014,Touring,1,1,1,0,0
Gogo Moto mt 150-5f,2014,Touring,0,0,0,0,0
Bmw k 1600 gtl exclusive,2014,Touring,1,1,1,0,0
Brudeli 654l,2015,Allround,1,0,0,1,0
Ktm 1190 adventure,2015,Allround,1,0,1,1,0
Triumph tiger explorer xc abs,2015,Allround,1,1,1,1,0
Di Blasi express,2015,Allround,0,1,0,0,0
Honda ape 100,2015,Allround,0,0,0,0,0
Aprilia mana 850 gt abs,2015,Allround,1,0,1,0,0
Honda cb1300 super four,2015,Allround,1,1,1,0,0
Honda cb1300 super bol dor,2015,Allround,1,1,1,0,0
Kawasaki zrx1200 daeg black limited,2015,Allround,1,1,1,0,0
Ducati multistrada 1200 s,2015,Allround,1,0,1,1,0
Bmw r 1200 rs,2015,Allround,1,1,1,1,0
Kawasaki zrx1200 daeg,2015,Allround,1,1,1,0,0
Ajs eco-2 125,2015,Allround,0,0,0,0,0
Ducati multistrada 1200 s d-air,2015,Allround,1,0,1,1,0
Honda tmx 125 alpha,2015,Allround,0,0,0,0,0
Suzuki st250 e type,2015,Allround,0,0,0,0,0
Honda tmx supremo,2015,Allround,0,0,0,0,0
Ktm 1190 adventure r,2015,Allround,1,0,1,1,0
Ktm 1290 super adventure,2015,Allround,1,0,1,1,0
Ktm 1050 adventure,2015,Allround,1,0,1,1,0
Sommer diesel 462,2015,Allround,0,1,0,0,0
Ducati multistrada 1200,2015,Allround,1,0,1,1,0
Triumph tiger explorer,2015,Allround,1,1,1,1,0
Suzuki grass tracker,2015,Allround,0,0,0,0,0
Honda ape 50 type d,2015,Allround,0,0,0,0,0
Cectek kingcobra ix t5,2015,ATV,0,0,0,1,0
Cectek kingcobra ixd t5,2015,ATV,0,0,0,1,0
Cectek gladiator t5,2015,ATV,0,0,0,1,0
Cf Moto cforce 500,2015,ATV,0,0,0,1,0
Cf Moto cforce 550,2015,ATV,0,0,0,1,0
Cf Moto cforce 800s,2015,ATV,1,0,0,0,0
Bennche gray wolf 500,2015,ATV,0,0,0,1,0
Cectek gladiator t6,2015,ATV,0,0,0,1,0
Cf Moto cforce 800,2015,ATV,1,0,0,0,0
Goes g 400i sm,2015,ATV,0,0,0,1,0
Goes g 450r sm,2015,ATV,0,0,0,0,0
Goes g 520f,2015,ATV,0,0,0,1,0
Cf Moto cforce 600,2015,ATV,1,0,0,1,0
Goes g 520 eps,2015,ATV,0,0,0,1,0
Goes g 520 f max,2015,ATV,0,0,0,1,0
Goes g 300 s,2015,ATV,0,0,0,1,0
Bennche gray wolf 700,2015,ATV,1,0,0,1,0
Triumph bonneville,2015,Classic,1,0,0,0,0
Kikker 5150 hardknock,2015,Classic,0,0,0,0,0
Triumph bonneville t100,2015,Classic,1,0,0,0,0
Triumph bonneville spirit,2015,Classic,1,0,0,0,0
Triumph thruxton,2015,Classic,1,0,0,1,0
Triumph bonneville newchurch,2015,Classic,1,0,0,0,0
Ducati scrambler deus  ex machina,2015,Classic,1,0,0,0,0
Ducati scrambler full throttle,2015,Classic,1,0,0,0,0
Ducati scrambler icon,2015,Classic,1,0,0,0,0
Triumph bonneville t100 black,2015,Classic,1,0,0,0,0
Ducati scrambler urban enduro,2015,Classic,1,0,0,0,0
Triumph scrambler,2015,Classic,1,0,0,1,0
Ducati scrambler classic,2015,Classic,1,0,0,0,0
Triumph bonneville t214,2015,Classic,1,0,0,0,0
Norton commando 961 cafe racer,2015,Classic,1,0,1,0,0
Horex vr6 classic,2015,Classic,1,1,1,0,0
Triumph thruxton ace,2015,Classic,1,0,0,1,0
Norton commando 961 sf,2015,Classic,1,0,1,0,0
Norton commando 961 sport,2015,Classic,1,0,1,0,0
Yamaha xjr1300,2015,Classic,1,1,1,0,0
Ural ct,2015,Classic,1,1,0,0,0
Ural gear up,2015,Classic,1,1,0,0,0
Ural m70,2015,Classic,1,1,0,0,0
Ural patrol,2015,Classic,1,1,0,0,0
Buccimoto br-1f15 cross,2015,Cross / motocross,0,0,0,1,0
Triumph thunderbird commander abs,2015,Custom / cruiser,1,0,1,0,0
Keeway speedcruiser 250,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers venom chopper 111 efi,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna low rider,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers sled prostreet 111  carb,2015,Custom / cruiser,1,0,1,0,0
Ajs eos 125 mk2,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers sled chopper 111 carb,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers devils advocate chopper 111 efi,2015,Custom / cruiser,1,0,1,0,0
Qlink adventure 250,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers venom prostreet 111 efi,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers rage 111 efi,2015,Custom / cruiser,1,0,1,0,0
Triumph rocket iii roadster,2015,Custom / cruiser,1,1,1,0,0
Big Bear Choppers athena chopper 111 carb,2015,Custom / cruiser,1,0,1,0,0
Keeway blackster 250,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers bear bones 111 smooth efi,2015,Custom / cruiser,1,0,1,0,0
Ajs daytona 125,2015,Custom / cruiser,0,0,0,0,0
Harley-Davidson softail slim,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster superlow,2015,Custom / cruiser,1,0,0,0,0
Big Bear Choppers athena chopper 111 efi,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers venom chopper 111 carb,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers redemption 111 carb,2015,Custom / cruiser,1,0,1,0,0
Suzuki intruder classic 400,2015,Custom / cruiser,0,0,0,0,0
Triumph rocket x,2015,Custom / cruiser,1,1,1,0,0
Indian scout,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster seventy-two dark custom,2015,Custom / cruiser,1,0,0,0,0
Big Bear Choppers redemption 111 efi,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster seventy-two,2015,Custom / cruiser,1,0,0,0,0
Ajs bobber 125,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers devils advocate chopper 111 carb,2015,Custom / cruiser,1,0,1,0,0
Victory hammer s,2015,Custom / cruiser,1,0,1,0,0
Triumph america,2015,Custom / cruiser,1,0,0,0,0
Big Bear Choppers sled prostreet 111  efi,2015,Custom / cruiser,1,0,1,0,0
Atk gv650,2015,Custom / cruiser,1,0,1,0,0
Atk gv250,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers athena prostreet 111 carb,2015,Custom / cruiser,1,0,1,0,0
Keeway superlight 125,2015,Custom / cruiser,0,0,0,0,0
Keeway superlight 150,2015,Custom / cruiser,0,0,0,0,0
Suzuki boulevard 400,2015,Custom / cruiser,0,0,0,0,0
Harley-Davidson sportster 1200 custom,2015,Custom / cruiser,1,0,0,0,0
Dafra horizon 250,2015,Custom / cruiser,0,0,0,0,0
Harley-Davidson softail fat boy special,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers merc rigid 111 carb,2015,Custom / cruiser,1,0,1,0,0
Suzuki intruder m1800rbz b.o.s.s.,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster forty-eight,2015,Custom / cruiser,1,0,0,0,0
Honda vt1300c,2015,Custom / cruiser,1,0,0,0,0
Harley-Davidson dyna street bob,2015,Custom / cruiser,1,0,1,0,0
Triumph speedmaster,2015,Custom / cruiser,1,0,0,0,0
Big Bear Choppers sled chopper 111 efi,2015,Custom / cruiser,1,0,1,0,0
Triumph thunderbird,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna street bob dark custom,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson sportster iron 883 dark custom,2015,Custom / cruiser,1,0,0,0,0
Big Bear Choppers venom prostreet 111 carb,2015,Custom / cruiser,1,0,1,0,0
Triumph thunderbird storm abs,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson dyna wide glide,2015,Custom / cruiser,1,0,1,0,0
California Scooter babydoll,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers merc softail 111 carb,2015,Custom / cruiser,1,0,1,0,0
Daelim daystar,2015,Custom / cruiser,0,0,0,0,0
Big Bear Choppers bear bones 111 smooth carb,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers athena prostreet 111 efi,2015,Custom / cruiser,1,0,1,0,0
Ajs dd 125e mk3,2015,Custom / cruiser,0,0,0,0,0
Harley-Davidson sportster iron 883,2015,Custom / cruiser,1,0,0,0,0
Ajs eos 350,2015,Custom / cruiser,0,0,0,0,0
Harley-Davidson v-rod muscle,2015,Custom / cruiser,1,0,1,0,0
Suzuki intruder m1800rb,2015,Custom / cruiser,1,0,1,0,0
Suzuki intruder m1800r,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail deluxe,2015,Custom / cruiser,1,0,1,0,0
Triumph thunderbird nightstorm,2015,Custom / cruiser,1,0,1,0,0
Big Bear Choppers rage 111 carb,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail breakout,2015,Custom / cruiser,1,0,1,0,0
Harley-Davidson softail fat boy,2015,Custom / cruiser,1,0,1,0,0
Bmw f 800 gs,2015,Enduro / offroad,1,0,1,1,0
Rokon for hunters,2015,Enduro / offroad,0,0,0,0,0
Bmw r 1200 gs adventure,2015,Enduro / offroad,1,1,1,1,0
Bimota db x,2015,Enduro / offroad,1,0,1,1,0
Yamaha serow 250,2015,Enduro / offroad,0,0,0,0,0
Bmw f 700 gs,2015,Enduro / offroad,1,0,0,1,0
Bmw g 650 gs sertao,2015,Enduro / offroad,1,0,0,1,0
Rokon scout,2015,Enduro / offroad,0,0,0,0,0
Keeway tx 125en,2015,Enduro / offroad,0,0,0,1,0
Derbi terra adventure 125,2015,Enduro / offroad,0,0,0,1,0
Bmw f 800 gs adventure,2015,Enduro / offroad,1,0,1,1,0
Gilera rcr 50,2015,Enduro / offroad,0,0,0,1,0
Ktm 690 enduro r,2015,Enduro / offroad,1,0,0,1,0
Borile multiuso 230,2015,Enduro / offroad,0,0,0,1,0
Yamaha xt660r,2015,Enduro / offroad,1,0,0,1,0
Rokon trail-breaker,2015,Enduro / offroad,0,0,0,0,0
Ducati scrambler officine mermaid,2015,Enduro / offroad,1,0,0,0,0
Bamx bx200-db outback,2015,Enduro / offroad,0,0,0,1,0
Keeway txm 150,2015,Enduro / offroad,0,0,0,1,0
Bmw g 650 gs,2015,Enduro / offroad,1,0,0,0,0
Ajp pr4 125 enduro,2015,Enduro / offroad,0,0,0,1,0
Bamx bx50-db pee wee,2015,"Minibike, cross",0,0,0,0,0
Bamx bx150-db voyager,2015,"Minibike, cross",0,0,0,0,0
Bamx bx125 db1 enforcer,2015,"Minibike, cross",0,0,0,0,0
Bamx bx125 db2 renegade,2015,"Minibike, cross",0,0,0,0,0
Bamx bx70-db trailstar,2015,"Minibike, cross",0,0,0,0,0
Bimota bb3,2015,Naked bike,1,1,1,1,0
Atk gt250,2015,Naked bike,0,0,0,0,0
Mv Agusta brutale 1090 rr,2015,Naked bike,1,1,1,1,0
Ducati monster 821 dark,2015,Naked bike,1,0,1,0,0
Ducati monster 1200 s,2015,Naked bike,1,0,1,0,0
Ktm 1290 super duke r abs,2015,Naked bike,1,0,1,1,0
Ducati monster 796 corse stripe,2015,Naked bike,1,0,1,0,0
Honda cb500f abs,2015,Naked bike,0,0,0,0,0
Keeway rks 125,2015,Naked bike,0,0,0,0,0
Mv Agusta brutale 800,2015,Naked bike,1,1,1,0,0
Ducati diavel carbon,2015,Naked bike,1,0,1,0,0
Honda vtr 250,2015,Naked bike,0,0,0,0,0
Aprilia tuono v4 r abs,2015,Naked bike,1,1,1,1,0
Horex vr6 cafe racer,2015,Naked bike,1,1,1,0,0
Sym wolf 300,2015,Naked bike,0,0,0,0,0
Mv Agusta brutale 1090 r,2015,Naked bike,1,1,1,1,0
Triumph street triple abs,2015,Naked bike,1,1,1,0,0
Aprilia shiver 750 abs,2015,Naked bike,1,0,1,0,0
Ducati diavel titanium,2015,Naked bike,1,0,1,0,0
Triumph street triple r abs,2015,Naked bike,1,1,1,0,0
Ducati monster 821,2015,Naked bike,1,0,1,0,0
Mv Agusta brutale 1090,2015,Naked bike,1,1,1,1,0
Mv Agusta brutale corsa,2015,Naked bike,1,1,1,1,0
Honda cb250f,2015,Naked bike,0,0,0,0,0
Kawasaki er-6n,2015,Naked bike,1,0,0,0,0
Benelli bn 251,2015,Naked bike,0,0,0,0,0
Bimota db9,2015,Naked bike,1,0,1,0,0
Cr&S vun,2015,Naked bike,1,0,0,0,0
Yamaha mt-07 moto cage abs,2015,Naked bike,1,0,0,0,0
Ktm 690 duke r abs,2015,Naked bike,1,0,0,1,0
Travertson v-rex,2015,Naked bike,1,0,1,0,0
Mv Agusta brutale 675,2015,Naked bike,1,1,1,0,0
Cr&S duu,2015,Naked bike,1,0,1,0,0
Ducati monster 1200 s stripe,2015,Naked bike,1,0,1,0,0
Ktm 690 duke abs,2015,Naked bike,1,0,0,1,0
Honda cb500f,2015,Naked bike,0,0,0,0,0
Benelli bn 302,2015,Naked bike,0,0,0,0,0
Confederate x132 hellcat speedster,2015,Naked bike,1,0,1,0,0
Benelli bn 600 r,2015,Naked bike,1,1,1,0,0
Ducati streetfighter 848,2015,Naked bike,1,0,1,1,0
Ajs tn 12,2015,Naked bike,0,0,0,1,0
Triumph speed triple abs,2015,Naked bike,1,1,1,1,0
Bmw f 800 r,2015,Naked bike,1,0,1,0,0
Ducati diavel,2015,Naked bike,1,0,1,0,0
Mv Agusta brutale 800 rr,2015,Naked bike,1,1,1,0,0
Aprilia tuono v4 1100 factory,2015,Naked bike,1,1,1,1,0
Ducati monster 795,2015,Naked bike,1,0,1,0,0
Suzuki gsr 400 abs,2015,Naked bike,0,1,0,0,0
Bmw k 1300 r,2015,Naked bike,1,1,1,1,0
Avinton collector roadster,2015,Naked bike,1,0,1,0,0
Ducati monster s2r,2015,Naked bike,1,0,1,0,0
Ducati monster 1200,2015,Naked bike,1,0,1,0,0
Ecosse titanium rr,2015,Naked bike,1,0,1,0,0
Honda cb400f,2015,Naked bike,0,1,0,0,0
Horex vr6 roadster,2015,Naked bike,1,1,1,0,0
Harley-Davidson v-rod night rod special,2015,Naked bike,1,0,1,0,0
Mv Agusta brutale 800 dragster rr,2015,Naked bike,1,1,1,0,0
