id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
29354,Suzuki,gsr 400,2012,Naked Bike,398,61.0,In-line four,16.0,210.0,785.0,0.29
29356,Suzuki,gsr 400 abs,2014,Naked Bike,398,61.0,In-line four,16.0,210.0,785.0,0.29
29357,Suzuki,gsr 400 abs,2015,Naked Bike,398,61.0,In-line four,16.0,210.0,785.0,0.29
29358,Suzuki,gsr 400 abs,2016,Naked Bike,398,61.0,In-line four,16.0,210.0,785.0,0.29
29372,Suzuki,gsr250s,2014,Naked Bike,248,24.0,Twin,13.0,183.0,780.0,0.13
29373,Suzuki,gsr250s,2015,Sport,248,24.0,Twin,13.0,188.0,780.0,0.13
29374,Suzuki,gsr250s,2016,Sport,248,24.0,Twin,13.0,188.0,780.0,0.13
33080,Um,renegade classic,2018,Touring,125,12.1,Single cylinder,18.0,153.0,770.0,0.08
29740,Suzuki,gsx-s1000,2019,Sport,999,150.0,In-line four,17.0,210.0,810.0,0.71
29749,Suzuki,gsx-s1000 carbon edition,2017,Sport,999,145.0,In-line four,17.0,209.0,810.0,0.69
29828,Suzuki,gsx650f,2011,Allround,656,84.5,In-line four,19.0,215.0,770.0,0.39
29907,Suzuki,gz 125,2011,Custom / Cruiser,125,12.0,Single cylinder,15.9,126.0,680.0,0.1
29928,Suzuki,hayabusa,2015,Sport,1340,197.0,In-line four,20.82,266.0,805.0,0.74
29929,Suzuki,hayabusa,2016,Sport,1340,197.0,In-line four,20.82,266.0,805.0,0.74
29930,Suzuki,hayabusa,2017,Sport,1340,197.0,In-line four,20.82,266.0,805.0,0.74
29940,Suzuki,hayabusa abs z,2014,Sport,1340,194.0,In-line four,21.0,266.0,805.0,0.73
29945,Suzuki,hayabusa z,2015,Sport,1340,194.0,In-line four,21.0,266.0,805.0,0.73
29946,Suzuki,hayabusa z,2016,Sport,1340,194.0,In-line four,21.0,266.0,805.0,0.73
29947,Suzuki,hayabusa z,2017,Sport,1340,197.0,In-line four,21.0,266.0,805.0,0.74
29948,Suzuki,hayabusa z,2018,Sport,1340,197.0,In-line four,21.0,266.0,805.0,0.74
29957,Suzuki,impulse 400,2011,Allround,398,52.3,In-line four,16.0,177.0,760.0,0.3
29983,Suzuki,intruder 400,2011,Custom / Cruiser,399,32.2,V2,15.0,275.0,700.0,0.12
30011,Suzuki,intruder classic 400,2012,Custom / Cruiser,399,33.0,V2,15.0,275.0,700.0,0.12
30012,Suzuki,intruder classic 400,2014,Custom / Cruiser,399,33.0,V2,15.0,275.0,701.0,0.12
30013,Suzuki,intruder classic 400,2015,Custom / Cruiser,399,33.0,V2,15.0,275.0,701.0,0.12
30014,Suzuki,intruder classic 400,2016,Custom / Cruiser,399,33.0,V2,15.0,275.0,701.0,0.12
30015,Suzuki,intruder classic 400 cast wheel,2012,Custom / Cruiser,399,33.0,V2,15.0,276.0,700.0,0.12
30016,Suzuki,intruder classic 400 cast wheel,2014,Custom / Cruiser,399,33.0,V2,15.0,276.0,701.0,0.12
30024,Suzuki,intruder m1800,2018,Custom / Cruiser,1783,125.0,V2,19.5,319.0,705.0,0.39
30027,Suzuki,intruder m1800r,2015,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30028,Suzuki,intruder m1800r,2016,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30030,Suzuki,intruder m1800rb,2014,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30031,Suzuki,intruder m1800rb,2015,Custom / Cruiser,1783,125.0,V2,19.5,319.0,705.0,0.39
30032,Suzuki,intruder m1800rbz,2018,Custom / Cruiser,1783,125.0,V2,19.5,319.0,705.0,0.39
30033,Suzuki,intruder m1800rbz b o s s,2016,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30034,Suzuki,intruder m1800rbz b o s s,2017,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30035,Suzuki,intruder m1800rbz b.o.s.s.,2014,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30036,Suzuki,intruder m1800rbz b.o.s.s.,2015,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30039,Suzuki,intruder m1800rz,2014,Custom / Cruiser,1783,123.0,V2,19.5,319.0,705.0,0.39
30146,Suzuki,let,2015,Scooter,113,8.7,Single cylinder,5.2,98.0,765.0,0.09
30147,Suzuki,lets,2016,Scooter,113,8.7,Single cylinder,5.2,98.0,765.0,0.09
30148,Suzuki,lets,2018,Scooter,113,8.4,Single cylinder,5.2,98.0,765.0,0.09
30149,Suzuki,lets4,2012,Scooter,49,4.4,Single cylinder,4.5,68.0,685.0,0.06
30150,Suzuki,lets4 basket,2012,Scooter,49,4.4,Single cylinder,4.5,74.0,685.0,0.06
30175,Suzuki,marauder 125,2012,Custom / Cruiser,125,12.0,Single cylinder,15.9,126.0,680.0,0.1
30178,Suzuki,marauder gz125,2010,Custom / Cruiser,125,12.0,Single cylinder,15.9,126.0,680.0,0.1
30183,Suzuki,nex 115,2013,Scooter,113,9.3,Single cylinder,3.5,87.0,735.0,0.11
30184,Suzuki,nex 115,2014,Scooter,113,9.3,Single cylinder,3.5,87.0,735.0,0.11
30238,Suzuki,raider r150,2021,Allround,147,15.4,Single cylinder,4.9,106.0,764.0,0.15
30239,Suzuki,raider r150,2022,Scooter,147,18.2,Single cylinder,4.0,109.0,765.0,0.17
30405,Suzuki,shooter 115 fi,2014,Scooter,113,9.3,Single cylinder,3.7,94.0,765.0,0.1
30415,Suzuki,skydrive 125,2013,Scooter,124,9.3,Single cylinder,3.9,106.0,770.0,0.09
30416,Suzuki,skydrive 125,2014,Scooter,124,9.3,Single cylinder,3.9,106.0,770.0,0.09
30417,Suzuki,skydrive 125,2016,Scooter,124,9.3,Single cylinder,3.9,106.0,770.0,0.09
30418,Suzuki,skydrive 125,2017,Scooter,124,9.3,Single cylinder,3.9,106.0,770.0,0.09
30419,Suzuki,skydrive 125 fi,2018,Scooter,124,9.3,Single cylinder,4.0,106.0,770.0,0.09
30421,Suzuki,skydrive 125 fi,2021,Scooter,124,9.3,Single cylinder,4.0,106.0,760.0,0.09
30422,Suzuki,skydrive 125 fi,2022,Scooter,124,9.3,Single cylinder,4.0,106.0,760.0,0.09
30426,Suzuki,skywave 250 limited,2012,Scooter,249,34.9,Single cylinder,13.0,218.0,710.0,0.16
30427,Suzuki,skywave 250 limited,2015,Scooter,249,34.9,Single cylinder,13.0,173.0,695.0,0.2
30429,Suzuki,skywave 250 type m,2012,Scooter,249,34.9,Single cylinder,13.0,221.0,710.0,0.16
30430,Suzuki,skywave 250 type m,2015,Scooter,249,34.9,Single cylinder,13.0,173.0,695.0,0.2
30431,Suzuki,skywave 250 type m,2016,Scooter,249,26.0,Single cylinder,13.0,221.0,710.0,0.12
30433,Suzuki,skywave 250 type s,2012,Scooter,249,34.9,Single cylinder,13.0,214.0,710.0,0.16
30434,Suzuki,skywave 250 type s,2014,Scooter,249,34.9,Single cylinder,13.0,173.0,695.0,0.2
30435,Suzuki,skywave 250 type s basic,2016,Scooter,249,26.0,Single cylinder,13.0,173.0,695.0,0.15
30436,Suzuki,skywave 400 limited abs,2012,Scooter,399,30.8,Single cylinder,13.0,223.0,710.0,0.14
30437,Suzuki,skywave 400 limited abs,2016,Scooter,399,31.0,Single cylinder,13.0,227.0,710.0,0.14
30439,Suzuki,skywave 400 type s abs,2012,Scooter,399,30.8,Single cylinder,13.0,223.0,710.0,0.14
30440,Suzuki,skywave 400 type s abs,2014,Scooter,399,30.8,Single cylinder,13.0,222.0,710.0,0.14
30441,Suzuki,skywave 400 type s abs,2015,Scooter,399,30.8,Single cylinder,13.0,222.0,710.0,0.14
30442,Suzuki,skywave 400 type s abs,2016,Scooter,399,31.0,Single cylinder,13.0,222.0,710.0,0.14
30445,Suzuki,skywave ss,2015,Scooter,249,26.0,Single cylinder,13.0,173.0,695.0,0.15
30446,Suzuki,skywave ss,2016,Scooter,249,26.0,Single cylinder,13.0,215.0,710.0,0.12
30464,Suzuki,st 250e,2011,Allround,249,18.8,Single cylinder,12.0,146.0,770.0,0.13
30466,Suzuki,st250 e type,2012,Allround,249,19.0,Single cylinder,12.0,146.0,770.0,0.13
30467,Suzuki,st250 e type,2013,Allround,249,19.0,Single cylinder,12.0,129.0,770.0,0.15
30468,Suzuki,st250 e type,2014,Allround,249,20.0,Single cylinder,12.0,129.0,770.0,0.16
30469,Suzuki,st250 e type,2015,Allround,249,20.0,Single cylinder,12.0,129.0,770.0,0.16
30519,Suzuki,sv650 abs,2019,Sport,645,75.0,V2,14.5,195.0,785.0,0.38
33096,Um,scrambler sport,2018,Sport,125,9.7,Single cylinder,10.5,130.0,790.0,0.07
30567,Suzuki,thunder 125,2014,Allround,124,12.3,Single cylinder,14.0,112.0,760.0,0.11
30705,Suzuki,v-strom 650,2017,Super Motard,645,69.0,V2,20.06,213.0,830.0,0.32
30706,Suzuki,v-strom 650,2018,Super Motard,645,69.0,V2,20.06,213.0,830.0,0.32
30707,Suzuki,v-strom 650,2019,Super Motard,645,69.0,V2,20.06,213.0,830.0,0.32
30708,Suzuki,v-strom 650,2020,Super Motard,645,69.0,V2,20.06,213.0,830.0,0.32
30709,Suzuki,v-strom 650,2021,Super Motard,645,71.0,V2,20.06,213.0,835.0,0.33
30710,Suzuki,v-strom 650,2022,Super Motard,645,71.0,V2,20.06,213.0,835.0,0.33
30719,Suzuki,v-strom 650 abs,2016,Super Motard,645,69.0,V2,20.06,215.0,835.0,0.32
30730,Suzuki,v-strom 650 gt,2018,Super Motard,645,71.0,V2,20.0,213.0,835.0,0.33
30731,Suzuki,v-strom 650 gta,2019,Super Motard,645,69.7,V2,20.0,213.0,835.0,0.33
30738,Suzuki,v-strom 650x gt,2018,Super Motard,645,71.0,V2,20.0,216.0,830.0,0.33
30743,Suzuki,v-strom 650xt,2018,Super Motard,645,69.0,V2,20.0,216.0,830.0,0.32
30748,Suzuki,v-strom 650xt abs,2015,Super Motard,645,69.0,V2,20.0,215.0,835.0,0.32
30749,Suzuki,v-strom 650xt abs,2016,Super Motard,645,69.0,V2,20.0,215.0,835.0,0.32
30750,Suzuki,v-strom 650xt abs,2017,Super Motard,645,69.0,V2,20.0,216.0,830.0,0.32
30751,Suzuki,v-strom 650xt abs adventure,2015,Super Motard,645,69.0,V2,20.06,215.0,835.0,0.32
30755,Suzuki,v-strom 650xt touring,2019,Super Motard,645,71.0,V2,20.0,216.0,835.0,0.33
30778,Suzuki,viva r cool,2022,Scooter,113,11.0,Single cylinder,4.3,98.5,765.0,0.11
30780,Suzuki,viva r style,2022,Scooter,113,11.0,Single cylinder,4.3,102.2,765.0,0.11
30882,Swm,gran turismo,2017,Sport,445,29.5,Single cylinder,23.5,151.0,808.0,0.2
30883,Swm,gran turismo,2019,Sport,445,29.5,Single cylinder,23.5,151.0,808.0,0.2
30884,Swm,gran turismo,2020,Sport,445,29.5,Single cylinder,16.5,148.0,808.0,0.2
30891,Swm,rs 125 r,2021,Enduro / Offroad,125,14.8,Single cylinder,7.5,109.0,950.0,0.14
30896,Swm,rs 500 r,2020,Enduro / Offroad,501,26.8,Single cylinder,7.5,116.0,955.0,0.23
30900,Swm,six days 440,2020,Classic,445,29.5,Single cylinder,16.5,148.0,855.0,0.2
30901,Swm,six days 500,2021,Classic,445,29.5,Single cylinder,16.5,148.0,845.0,0.2
30912,Swm,superdual t,2020,Sport Touring,600,53.6,Single cylinder,18.0,187.0,898.0,0.29
30914,Swm,superdual x,2020,Sport Touring,600,53.6,Single cylinder,18.0,187.0,898.0,0.29
30915,Swm,va 125z,2022,Naked Bike,125,14.8,Single cylinder,7.5,136.0,820.0,0.11
30928,Sym,citycom 125i,2011,Scooter,124,20.7,Single cylinder,10.0,181.0,800.0,0.11
30930,Sym,citycom 300,2010,Scooter,263,20.7,Single cylinder,10.0,184.0,800.0,0.11
30932,Sym,citycom 300i,2011,Scooter,263,20.7,Single cylinder,10.0,182.0,800.0,0.11
30934,Sym,citycom s 300i cbs,2015,Scooter,278,20.8,Single cylinder,10.0,187.0,800.0,0.11
30950,Sym,drgbt 160,2021,Scooter,158,14.6,Single cylinder,7.4,132.0,803.0,0.11
31003,Sym,hd2,2011,Scooter,124,12.9,Single cylinder,8.0,125.0,720.0,0.1
31048,Sym,jet x 125,2021,Scooter,125,12.5,Single cylinder,7.5,111.0,770.0,0.11
31049,Sym,jet x 125,2022,Scooter,125,12.5,Single cylinder,7.5,111.0,770.0,0.11
31057,Sym,joymax z plus 125,2021,Scooter,125,14.1,Single cylinder,12.0,172.0,770.0,0.08
31062,Sym,joyride 125,2019,Scooter,124,14.1,Single cylinder,7.6,153.0,760.0,0.09
31073,Sym,joyride 300,2022,Scooter,278,25.5,Single cylinder,11.5,144.0,770.0,0.18
31074,Sym,joyride 300 16,2022,Scooter,278,25.5,Single cylinder,11.5,144.0,778.0,0.18
31081,Sym,mask 50,2022,Scooter,49,3.5,Single cylinder,5.2,107.0,770.0,0.03
31082,Sym,max 400,2019,Custom / Cruiser,399,35.0,Single cylinder,14.7,229.0,750.0,0.15
31087,Sym,max 400i abs,2020,Scooter,399,35.0,Single cylinder,14.2,234.0,755.0,0.15
31091,Sym,max 600i abs,2020,Scooter,565,44.8,Single cylinder,14.2,246.0,755.0,0.18
31111,Sym,nh t 200,2021,Naked Bike,183,18.1,Single cylinder,11.0,152.0,790.0,0.12
31117,Sym,nh x 200,2021,Naked Bike,183,18.1,Single cylinder,11.0,142.0,790.0,0.13
31157,Sym,phony st 200,2019,Scooter,169,11.8,Single cylinder,7.5,127.0,792.0,0.09
31192,Sym,wolf 300,2015,Naked Bike,278,27.1,Single cylinder,15.0,173.0,792.0,0.16
31238,Tank Sports,racer 150 ds-09,2010,Scooter,149,9.0,Single cylinder,3.78,120.2,762.0,0.07
31239,Tank Sports,racer ds-08,2010,Scooter,149,9.0,Single cylinder,3.78,120.2,762.0,0.07
31242,Tank Sports,sporty 150,2010,Scooter,149,8.8,Single cylinder,3.31,94.8,787.0,0.09
31246,Tank Sports,sporty 50,2010,Scooter,49,2.0,Single cylinder,3.79,88.0,762.0,0.02
31262,Tank Sports,trail tkx-200,2010,Trial,199,11.0,Single cylinder,3.78,95.3,838.0,0.12
31268,Tank Sports,urban 50,2010,Scooter,49,2.0,Single cylinder,3.78,88.0,762.0,0.02
31307,Tank Sports,vision topline khaos,2010,Sport,249,17.0,Twin,7.57,110.2,737.0,0.15
31310,Tao Motor,evo 50,2021,Scooter,49,3.0,Single cylinder,5.68,101.6,711.0,0.03
31321,Tauris,avenida 125 4t,2011,Scooter,125,7.9,Single cylinder,6.8,125.0,800.0,0.06
31322,Tauris,avenida 125 4t art collection,2012,Scooter,125,9.5,Single cylinder,6.8,125.0,820.0,0.08
31325,Tauris,brisa 50 4t,2011,Scooter,50,2.7,Single cylinder,5.0,87.0,730.0,0.03
31326,Tauris,broadway 125,2016,Scooter,125,10.2,Single cylinder,11.5,150.0,740.0,0.07
31327,Tauris,capri 125 4t,2011,Scooter,125,7.2,Single cylinder,5.0,107.0,740.0,0.07
31328,Tauris,capri 50 2t art,2014,Scooter,50,4.3,Single cylinder,5.0,107.0,740.0,0.04
31329,Tauris,capri 50 4t,2011,Scooter,50,3.0,Single cylinder,5.0,107.0,740.0,0.03
31331,Tauris,cubana 125 4t,2011,Scooter,125,7.2,Single cylinder,5.0,107.0,740.0,0.07
31332,Tauris,cubana 50 2t art collection,2012,Scooter,50,4.3,Single cylinder,5.0,107.0,740.0,0.04
31333,Tauris,cubana 50 4t,2011,Scooter,50,3.0,Single cylinder,6.0,107.0,740.0,0.03
31335,Tauris,estoril 50 2t,2014,Scooter,50,3.9,Single cylinder,7.2,107.0,800.0,0.04
31337,Tauris,fiera 125 xtreme 4t,2011,Scooter,125,7.2,Single cylinder,5.0,107.0,800.0,0.07
31339,Tauris,fiera 50 2t art collection,2012,Scooter,50,3.9,Single cylinder,7.2,107.0,800.0,0.04
31340,Tauris,fiera 50 xtreme 2t,2011,Scooter,50,3.9,Single cylinder,7.2,107.0,800.0,0.04
31341,Tauris,firefly 50 2t,2014,Scooter,50,3.9,Single cylinder,5.5,97.0,783.0,0.04
31342,Tauris,freccia 125 4t,2014,Scooter,125,7.9,Single cylinder,5.5,92.0,770.0,0.09
31343,Tauris,freccia 50 4t,2014,Scooter,50,2.8,Single cylinder,5.5,89.0,770.0,0.03
31347,Tauris,mistral 50 2t,2011,Scooter,50,4.4,Single cylinder,5.1,90.0,790.0,0.05
31348,Tauris,movida 125 4t,2012,Scooter,125,7.9,Single cylinder,6.0,107.0,780.0,0.07
31349,Tauris,movida 125 4t,2014,Scooter,125,11.0,Single cylinder,6.0,110.0,780.0,0.1
31350,Tauris,movida 50 2t,2014,Scooter,50,3.9,Single cylinder,5.5,84.0,780.0,0.05
31351,Tauris,piccadilly 125 4t,2014,Scooter,125,7.9,Single cylinder,5.0,88.0,730.0,0.09
31352,Tauris,piccadilly 50 4t,2014,Scooter,50,3.0,Single cylinder,5.0,75.0,730.0,0.04
31354,Tauris,samba 50 2t art collection,2012,Scooter,50,4.3,Single cylinder,5.0,84.0,740.0,0.05
31356,Tauris,strada 125 4t,2011,Scooter,124,11.0,Single cylinder,5.5,90.0,780.0,0.12
31357,Tauris,strada 50 2t,2011,Scooter,50,4.4,Single cylinder,5.1,90.0,780.0,0.05
31389,Tgb,101r 125,2010,Scooter,124,8.6,Single cylinder,5.1,93.0,790.0,0.09
31392,Tgb,101r 50,2010,Scooter,49,47.9,Single cylinder,5.1,81.0,790.0,0.59
31418,Tgb,blade 1000 ltx eps,2022,Atv,997,83.0,V2,23.0,1000.0,914.0,0.08
31419,Tgb,blade 325le,2010,Atv,287,21.5,Single cylinder,18.0,260.0,880.0,0.08
31420,Tgb,blade 425le,2010,Atv,403,30.0,Single cylinder,18.0,260.0,880.0,0.12
31421,Tgb,blade 520,2021,Atv,503,39.0,Single cylinder,18.0,350.0,914.0,0.11
31422,Tgb,blade 525se,2010,Atv,503,41.5,Single cylinder,18.0,332.0,920.0,0.12
31426,Tgb,blade 600 se,2021,Atv,561,42.1,Single cylinder,18.0,387.0,914.0,0.11
31427,Tgb,blade 600 se-x eps,2021,Atv,561,42.1,Single cylinder,18.0,393.0,914.0,0.11
31430,Tgb,bull t 50 rs,2022,Scooter,50,4.7,Single cylinder,6.8,95.0,670.0,0.05
31445,Tgb,express 125,2010,Scooter,124,8.6,Single cylinder,6.8,125.0,760.0,0.07
31446,Tgb,express 125,2011,Scooter,124,8.6,Single cylinder,6.8,125.0,760.0,0.07
31447,Tgb,express 125,2012,Scooter,124,8.6,Single cylinder,6.8,125.0,760.0,0.07
31449,Tgb,express 50,2010,Scooter,49,4.9,Single cylinder,6.8,105.0,760.0,0.05
31450,Tgb,express 50,2011,Scooter,49,4.9,Single cylinder,6.8,105.0,760.0,0.05
31457,Tgb,gunner 550,2012,Atv,503,18.9,Single cylinder,15.0,330.0,920.0,0.06
31489,Tgb,target 325,2010,Atv,325,21.5,Single cylinder,15.0,235.0,920.0,0.09
31490,Tgb,target 425,2010,Atv,403,30.0,Single cylinder,15.0,315.0,918.0,0.1
31491,Tgb,target 460 irs 4x4,2012,Atv,461,19.7,Single cylinder,15.0,364.0,920.0,0.05
31492,Tgb,target 525,2010,Atv,503,30.0,Single cylinder,15.0,317.0,918.0,0.09
31493,Tgb,target 550 irs,2011,Atv,503,19.9,Single cylinder,15.0,364.0,918.0,0.05
31494,Tgb,target 550 irs 4x4,2012,Atv,503,19.7,Single cylinder,15.0,364.0,920.0,0.05
31495,Tgb,x large 125 efi,2011,Scooter,125,12.2,Single cylinder,11.0,174.0,790.0,0.07
31498,Tgb,x large 300 efi,2011,Scooter,264,23.1,Single cylinder,11.0,194.0,790.0,0.12
31500,Tgb,x motion 125 efi,2010,Scooter,125,12.4,Single cylinder,11.0,174.0,790.0,0.07
31502,Tgb,x motion 250 efi,2010,Scooter,251,21.4,Single cylinder,11.0,194.0,790.0,0.11
31503,Tgb,x-motion 125,2012,Scooter,125,12.4,Single cylinder,11.0,174.0,790.0,0.07
31505,Tgb,x-motion 300 efi,2012,Scooter,264,23.1,Single cylinder,11.0,186.0,790.0,0.12
31547,Titan,radical rigid,2011,Custom / Cruiser,1750,112.0,V2,17.41,299.0,559.0,0.37
31814,Tomberlin,sdx 150 atv,2011,Atv,147,8.8,Single cylinder,15.9,236.3,869.0,0.04
31832,Tomos,arrow,2010,Scooter,49,2.4,Single cylinder,3.48,64.9,800.0,0.04
31863,Tomos,mc50 junior,2010,"Minibike, Sport",49,2.4,Single cylinder,2.5,89.4,625.0,0.03
31864,Tomos,mc50 senior,2010,"Minibike, Sport",49,2.4,Single cylinder,2.5,45.8,719.0,0.05
31888,Tomos,sportmate 45,2012,Allround,49,3.1,Twin,4.5,62.0,840.0,0.05
31898,Tomos,streetmate,2010,Sport,49,3.1,Single cylinder,3.0,64.9,787.0,0.05
31931,Track,t-800 cdi,2010,Enduro / Offroad,800,53.6,Diesel,22.5,225.0,780.0,0.24
31932,Track,t-800cdi 1e black,2012,Enduro / Offroad,800,53.6,Diesel,19.0,225.0,830.0,0.24
31933,Track,t-800cdi 1e black edition,2011,Enduro / Offroad,800,53.6,Diesel,20.0,215.0,780.0,0.25
31939,Travertson,v-rex,2012,Naked Bike,1250,120.0,V2,18.2,304.0,660.0,0.39
31940,Travertson,v-rex,2013,Naked Bike,1250,120.0,V2,18.2,304.0,660.0,0.39
31941,Travertson,v-rex,2014,Naked Bike,1250,120.0,V2,18.2,304.0,660.0,0.39
31942,Travertson,v-rex,2015,Naked Bike,1250,120.0,V2,18.2,304.0,660.0,0.39
31943,Travertson,v-rex,2021,Naked Bike,1250,120.0,V2,18.2,304.0,660.0,0.39
31945,Travertson,v-rex-2,2022,Prototype / Concept Model,1250,120.0,V2,18.2,304.0,660.0,0.39
31950,Triton,baja 250,2011,Atv,250,17.3,Single cylinder,14.8,211.0,870.0,0.08
31951,Triton,baja 300,2011,Atv,280,18.8,Single cylinder,14.8,211.0,870.0,0.09
31952,Triton,baja 400,2011,Atv,400,20.1,Single cylinder,14.8,217.0,870.0,0.09
31956,Triton,carbon 400,2011,Atv,400,20.1,Single cylinder,14.8,224.0,670.0,0.09
31959,Triton,outback 300,2011,Atv,280,18.8,Single cylinder,14.8,260.0,910.0,0.07
31964,Triton,supermoto 300,2011,Atv,280,20.1,Single cylinder,14.0,224.0,670.0,0.09
31993,Triumph,america,2010,Custom / Cruiser,865,61.7,Twin,19.3,226.0,720.0,0.27
31998,Triumph,america,2015,Custom / Cruiser,865,61.0,Twin,19.3,231.0,690.0,0.26
31999,Triumph,america,2016,Custom / Cruiser,865,61.0,Twin,19.3,231.0,690.0,0.26
32002,Triumph,america lt,2016,Touring,865,61.0,Twin,19.3,250.0,690.0,0.24
32004,Triumph,bobber tfc,2020,Classic,1200,86.0,Twin,9.0,228.0,690.0,0.38
32017,Triumph,bonneville,2010,Classic,865,67.1,Twin,16.0,203.0,740.0,0.33
32022,Triumph,bonneville,2015,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
32023,Triumph,bonneville,2016,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
33081,Um,renegade commando,2018,Allround,125,12.1,Single cylinder,18.0,153.0,770.0,0.08
32030,Triumph,bonneville bobber,2018,Classic,1200,77.0,Twin,10.6,228.0,690.0,0.34
32031,Triumph,bonneville bobber,2019,Classic,1200,76.0,Twin,9.0,228.0,690.0,0.33
32032,Triumph,bonneville bobber,2020,Allround,1200,76.0,Twin,9.0,228.0,690.0,0.33
32035,Triumph,bonneville bobber black,2018,Classic,1200,77.0,Twin,10.6,228.0,690.0,0.34
32036,Triumph,bonneville bobber black,2019,Classic,1200,77.0,Twin,9.0,237.5,690.0,0.32
32037,Triumph,bonneville bobber black,2020,Classic,1200,77.0,Twin,9.0,237.5,690.0,0.32
32041,Triumph,bonneville newchurch,2015,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
33082,Um,renegade commando,2022,Custom / Cruiser,125,16.1,Single cylinder,21.0,172.0,770.0,0.09
32049,Triumph,bonneville speedmaster,2018,Classic,1200,77.0,Twin,12.11,245.5,705.0,0.31
32050,Triumph,bonneville speedmaster,2019,Classic,1200,77.0,Twin,12.11,245.5,705.0,0.31
32051,Triumph,bonneville speedmaster,2020,Classic,1200,77.0,Twin,12.0,245.5,705.0,0.31
32055,Triumph,bonneville spirit,2015,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
32067,Triumph,bonneville t100,2015,Classic,865,66.0,Twin,15.9,214.0,775.0,0.31
32070,Triumph,bonneville t100,2018,Classic,900,55.0,Twin,14.38,213.0,790.0,0.26
32071,Triumph,bonneville t100,2019,Classic,900,55.0,Twin,14.38,213.0,790.0,0.26
32072,Triumph,bonneville t100,2020,Allround,900,55.0,Twin,14.5,213.0,790.0,0.26
32076,Triumph,bonneville t100 black,2015,Classic,865,66.0,Twin,15.9,214.0,775.0,0.31
32079,Triumph,bonneville t100 black,2018,Classic,900,55.0,Twin,14.38,213.0,790.0,0.26
32080,Triumph,bonneville t100 black,2019,Classic,900,55.0,Twin,14.5,213.0,790.0,0.26
32081,Triumph,bonneville t100 black,2020,Classic,900,55.0,Twin,14.5,213.0,790.0,0.26
32082,Triumph,bonneville t100 bud ekins,2020,Classic,900,55.0,Twin,14.38,213.0,790.0,0.26
32087,Triumph,bonneville t120,2018,Classic,1200,80.0,Twin,12.87,224.0,790.0,0.36
32088,Triumph,bonneville t120,2019,Classic,1200,80.0,Twin,14.5,224.0,790.0,0.36
32089,Triumph,bonneville t120,2020,Classic,1200,79.1,Twin,14.5,224.0,790.0,0.35
32092,Triumph,bonneville t120 ace,2019,Classic,1200,80.0,Twin,14.5,224.0,790.0,0.36
32095,Triumph,bonneville t120 black,2018,Classic,1200,80.0,Twin,12.87,224.0,790.0,0.36
32096,Triumph,bonneville t120 black,2019,Classic,1200,80.0,Twin,14.5,224.0,790.0,0.36
32099,Triumph,bonneville t120 bud ekins,2020,Classic,1200,80.0,Twin,14.5,224.0,790.0,0.36
32100,Triumph,bonneville t120 diamond edition,2019,Classic,1200,80.0,Twin,14.5,224.0,790.0,0.36
32118,Triumph,bonneville t214,2015,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
32119,Triumph,bonneville t214,2016,Classic,865,68.0,Twin,16.0,209.0,740.0,0.33
32143,Triumph,daytona 675,2010,Classic,675,126.0,In-line three,17.4,162.0,825.0,0.78
32148,Triumph,daytona 675,2015,Sport,675,128.0,In-line three,17.4,167.0,830.0,0.77
33083,Um,renegade commando 150,2021,Allround,149,16.6,Single cylinder,17.41,127.0,756.0,0.13
32149,Triumph,daytona 675,2016,Sport,675,128.0,In-line three,17.4,167.0,820.0,0.77
32153,Triumph,daytona 675 r,2016,Sport,675,128.0,In-line three,17.4,167.0,830.0,0.77
32154,Triumph,daytona 675 r,2017,Sport,675,128.0,In-line three,17.4,167.0,830.0,0.77
32156,Triumph,daytona 675 r abs,2015,Sport,675,128.0,In-line three,17.4,169.0,830.0,0.76
32175,Triumph,daytona moto tm 765 limited edition,2020,Sport,765,128.0,In-line three,17.41,165.0,822.0,0.78
32176,Triumph,daytona moto2 765,2021,Sport,765,128.0,In-line three,17.4,165.0,822.0,0.78
32177,Triumph,daytona moto2 765,2022,Sport,765,128.0,In-line three,17.4,165.0,822.0,0.78
32184,Triumph,rocket 3 gt,2020,Custom / Cruiser,2458,165.0,In-line three,18.0,294.0,750.0,0.56
32185,Triumph,rocket 3 gt,2021,Custom / Cruiser,2458,165.0,In-line three,18.0,294.0,773.0,0.56
