id,Brand,Model,Year,Category,Engine Size (cc),Power (hp),Engine Cylinder,Fuel Capacity (Lts),Weight (kg),Seat Height (mm),Power-to-Weight (hp/kg)
32186,Triumph,rocket 3 gt,2022,Custom / Cruiser,2458,165.0,In-line three,18.0,294.0,7501.0,0.56
32187,Triumph,rocket 3 gt 221,2022,Custom / Cruiser,2458,165.0,In-line three,18.0,294.0,7501.0,0.56
32188,Triumph,rocket 3 gt triple black,2021,Custom / Cruiser,2458,165.0,In-line three,18.0,294.0,750.0,0.56
32189,Triumph,rocket 3 r,2020,Custom / Cruiser,2458,165.0,In-line three,18.0,290.0,773.0,0.57
32190,Triumph,rocket 3 r,2021,Custom / Cruiser,2458,165.0,In-line three,18.0,291.0,773.0,0.57
32191,Triumph,rocket 3 r,2022,Custom / Cruiser,2458,165.0,In-line three,18.0,291.0,773.0,0.57
32192,Triumph,rocket 3 r 221,2022,Custom / Cruiser,2458,165.0,In-line three,18.0,291.0,773.0,0.57
32193,Triumph,rocket 3 r black,2021,Custom / Cruiser,2458,165.0,In-line three,18.0,291.0,773.0,0.57
32194,Triumph,rocket 3 tfc,2019,Custom / Cruiser,2458,179.0,In-line three,18.0,290.0,773.0,0.62
32195,Triumph,rocket 3 tfc,2020,Custom / Cruiser,2458,182.0,In-line three,18.0,290.0,773.0,0.63
32212,Triumph,rocket iii roadster,2015,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32213,Triumph,rocket iii roadster,2016,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32214,Triumph,rocket iii roadster,2017,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32215,Triumph,rocket iii roadster,2018,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32216,Triumph,rocket iii roadster,2019,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32219,Triumph,rocket iii touring,2010,Touring,2294,105.0,In-line three,22.3,358.0,730.0,0.29
32224,Triumph,rocket iii touring,2017,Touring,2294,148.0,In-line three,24.0,358.0,730.0,0.41
32226,Triumph,rocket x,2015,Custom / Cruiser,2294,148.0,In-line three,24.0,334.0,750.0,0.44
32231,Triumph,scrambler,2010,Classic,865,59.0,Twin,16.0,205.0,825.0,0.29
32236,Triumph,scrambler,2015,Classic,865,59.0,Twin,16.0,214.0,825.0,0.28
32237,Triumph,scrambler,2016,Classic,865,59.0,Twin,16.0,214.0,825.0,0.28
32238,Triumph,scrambler,2017,Classic,865,59.0,Twin,16.0,214.0,825.0,0.28
32239,Triumph,scrambler 1200 bond edition,2021,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32240,Triumph,scrambler 1200 steve mcqueen,2021,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32241,Triumph,scrambler 1200 steve mcqueen,2022,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32242,Triumph,scrambler 1200 xc,2019,Classic,1200,89.0,Twin,16.0,205.0,840.0,0.43
32243,Triumph,scrambler 1200 xc,2020,Classic,1200,88.8,Twin,16.0,205.0,840.0,0.43
32244,Triumph,scrambler 1200 xc,2021,Classic,1200,88.8,Twin,16.0,205.0,840.0,0.43
32245,Triumph,scrambler 1200 xc,2022,Classic,1200,89.0,Twin,16.0,205.0,840.0,0.43
32246,Triumph,scrambler 1200 xc gold line,2022,Classic,1200,89.0,Twin,16.0,205.0,840.0,0.43
32247,Triumph,scrambler 1200 xe,2021,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32248,Triumph,scrambler 1200 xe,2022,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32250,Triumph,scrambler 1200xe,2019,Classic,1200,89.0,Twin,16.0,205.0,840.0,0.43
32251,Triumph,scrambler 1200xe,2020,Classic,1200,89.0,Twin,16.0,207.0,870.0,0.43
32252,Triumph,speed 94,2016,Naked Bike,1050,135.0,In-line three,17.5,192.0,825.0,0.7
32253,Triumph,speed 94 r,2016,Naked Bike,1050,135.0,In-line three,17.5,191.0,825.0,0.71
33085,Um,renegade scrambler classic,2018,Naked Bike,124,14.8,Single cylinder,13.0,124.0,790.0,0.12
32270,Triumph,speed triple,2010,Naked Bike,1050,130.0,In-line three,18.0,189.0,830.0,0.69
32271,Triumph,speed triple,2011,Naked Bike,1050,130.0,In-line three,18.0,189.0,830.0,0.69
32274,Triumph,speed triple 1200 rr,2022,Sport,1160,180.0,In-line three,15.5,199.0,830.0,0.9
32275,Triumph,speed triple 1200 rs,2021,Naked Bike,1160,180.0,In-line three,17.4,198.0,825.0,0.91
32280,Triumph,speed triple abs,2015,Naked Bike,1050,135.0,In-line three,17.5,186.0,825.0,0.73
32283,Triumph,speed triple r,2016,Naked Bike,1050,140.0,In-line three,17.5,191.0,825.0,0.73
32284,Triumph,speed triple r,2017,Naked Bike,1050,140.0,In-line three,17.5,192.0,825.0,0.73
32286,Triumph,speed triple r abs,2015,Naked Bike,1050,135.0,In-line three,17.5,186.0,825.0,0.73
32287,Triumph,speed triple rs,2018,Naked Bike,1050,148.0,In-line three,15.5,192.0,825.0,0.77
32288,Triumph,speed triple rs,2019,Naked Bike,1050,150.0,In-line three,15.5,192.0,825.0,0.78
32289,Triumph,speed triple rs,2020,Naked Bike,1050,148.0,In-line three,15.52,189.0,825.0,0.78
32290,Triumph,speed triple rx,2016,Naked Bike,675,106.0,In-line three,17.5,168.0,820.0,0.63
32291,Triumph,speed triple s,2016,Naked Bike,1050,140.0,In-line three,17.5,192.0,825.0,0.73
32292,Triumph,speed triple s,2017,Naked Bike,1050,140.0,In-line three,17.5,192.0,825.0,0.73
32293,Triumph,speed triple s,2018,Naked Bike,1050,148.0,In-line three,15.5,192.0,825.0,0.77
32294,Triumph,speed triple s,2019,Naked Bike,1050,148.0,In-line three,15.5,192.0,825.0,0.77
32295,Triumph,speed triple s,2020,Naked Bike,1050,148.0,In-line three,15.52,192.0,825.0,0.77
32297,Triumph,speed triple se,2011,Naked Bike,1050,130.0,In-line three,18.0,197.0,830.0,0.66
32323,Triumph,speed twin,2019,Classic,1200,96.0,Twin,14.5,196.0,807.0,0.49
32324,Triumph,speed twin,2020,Allround,1200,96.0,Twin,14.5,196.0,807.0,0.49
32325,Triumph,speed twin,2021,Allround,1200,96.0,Twin,14.5,196.0,807.0,0.49
32357,Triumph,speedmaster,2010,Custom / Cruiser,865,61.7,Twin,19.3,229.0,720.0,0.27
32362,Triumph,speedmaster,2015,Custom / Cruiser,865,61.0,Twin,19.3,231.0,690.0,0.26
32363,Triumph,speedmaster,2016,Custom / Cruiser,865,61.0,Twin,19.3,231.0,690.0,0.26
32391,Triumph,sprint st,2010,Sport Touring,1050,127.0,In-line three,20.0,210.0,805.0,0.6
32392,Triumph,sprint st,2011,Sport Touring,1050,128.0,In-line three,20.0,210.0,805.0,0.61
32394,Triumph,street cup,2017,Naked Bike,900,55.0,Twin,12.11,200.0,749.0,0.28
32395,Triumph,street cup,2018,Naked Bike,900,55.0,Twin,12.11,200.0,749.0,0.28
32396,Triumph,street cup,2019,Naked Bike,900,55.0,Twin,12.11,200.0,749.0,0.28
32397,Triumph,street scrambler,2017,Naked Bike,900,55.0,Twin,12.11,206.0,790.0,0.27
32398,Triumph,street scrambler,2018,Naked Bike,900,55.0,Twin,12.11,206.0,790.0,0.27
32399,Triumph,street scrambler,2019,Naked Bike,900,55.0,Twin,12.11,203.0,790.0,0.27
32400,Triumph,street scrambler,2020,Naked Bike,900,64.1,Twin,12.0,203.0,790.0,0.32
32401,Triumph,street scrambler,2021,Naked Bike,900,65.0,Twin,12.0,203.0,790.0,0.32
32405,Triumph,street triple,2010,Naked Bike,675,105.0,In-line three,17.4,167.0,800.0,0.63
32409,Triumph,street triple,2016,Naked Bike,675,106.0,In-line three,17.4,168.0,800.0,0.63
32412,Triumph,street triple abs,2015,Naked Bike,675,106.0,In-line three,17.5,168.0,800.0,0.63
32414,Triumph,street triple r,2010,Naked Bike,675,106.0,In-line three,17.4,167.0,805.0,0.63
33086,Um,renegade scrambler s,2018,Naked Bike,124,14.8,Single cylinder,13.0,120.0,790.0,0.12
32418,Triumph,street triple r,2016,Naked Bike,675,106.0,In-line three,17.4,168.0,820.0,0.63
32419,Triumph,street triple r,2017,Naked Bike,765,118.0,In-line three,17.4,166.0,810.0,0.71
32420,Triumph,street triple r,2018,Naked Bike,765,116.0,In-line three,17.4,166.0,810.0,0.7
32421,Triumph,street triple r,2019,Naked Bike,765,116.0,In-line three,17.4,166.0,825.0,0.7
32422,Triumph,street triple r,2022,Naked Bike,765,116.0,In-line three,17.4,168.0,825.0,0.69
32424,Triumph,street triple r abs,2015,Naked Bike,675,106.0,In-line three,17.4,168.0,800.0,0.63
32426,Triumph,street triple r lrh,2020,Naked Bike,765,116.0,In-line three,17.4,166.0,825.0,0.7
32427,Triumph,street triple rs,2017,Naked Bike,765,123.0,In-line three,17.4,166.0,810.0,0.74
32428,Triumph,street triple rs,2018,Naked Bike,765,123.0,In-line three,17.4,166.0,810.0,0.74
32429,Triumph,street triple rs,2019,Naked Bike,765,123.0,In-line three,17.4,166.0,825.0,0.74
32430,Triumph,street triple rs,2020,Naked Bike,765,123.0,In-line three,17.4,166.0,825.0,0.74
32431,Triumph,street triple rs,2021,Naked Bike,765,121.0,In-line three,17.4,166.0,825.0,0.73
32432,Triumph,street triple rs,2022,Naked Bike,765,121.0,In-line three,17.4,166.0,825.0,0.73
32433,Triumph,street triple rx,2015,Naked Bike,675,106.0,In-line three,17.4,168.0,800.0,0.63
32434,Triumph,street triple s,2017,Naked Bike,765,113.0,In-line three,17.4,166.0,810.0,0.68
32435,Triumph,street triple s,2018,Naked Bike,765,111.0,In-line three,17.4,166.0,810.0,0.67
32436,Triumph,street triple s,2019,Naked Bike,765,112.0,In-line three,17.4,168.0,810.0,0.67
32437,Triumph,street triple s,2020,Naked Bike,760,53.2,In-line three,17.4,168.0,810.0,0.32
32438,Triumph,street triple s a2 licence,2020,Naked Bike,660,46.9,In-line three,17.4,168.0,810.0,0.28
32439,Triumph,street twin,2016,Naked Bike,900,55.0,Twin,12.11,198.2,749.0,0.28
32440,Triumph,street twin,2017,Naked Bike,900,55.0,Twin,12.11,198.0,750.0,0.28
32441,Triumph,street twin,2018,Naked Bike,900,55.0,Twin,12.11,198.0,750.0,0.28
33087,Um,renegade sport,2018,Sport,125,9.7,Single cylinder,10.8,120.0,760.0,0.08
32442,Triumph,street twin,2019,Naked Bike,900,65.0,Twin,12.11,198.0,759.0,0.33
32519,Triumph,thruxton,2010,Classic,865,69.0,Twin,16.0,205.0,820.0,0.34
32524,Triumph,thruxton,2015,Classic,865,69.0,Twin,16.0,214.0,820.0,0.32
32525,Triumph,thruxton,2016,Classic,865,69.0,Twin,16.0,214.0,820.0,0.32
32526,Triumph,thruxton 1200,2016,Classic,1200,97.0,Twin,14.5,206.0,805.0,0.47
32527,Triumph,thruxton 1200,2017,Classic,1200,97.0,Twin,14.5,206.0,805.0,0.47
32528,Triumph,thruxton 1200,2018,Classic,1200,97.0,Twin,14.5,206.0,810.0,0.47
32529,Triumph,thruxton 1200,2019,Classic,1200,97.0,Twin,14.5,206.0,810.0,0.47
32530,Triumph,thruxton 1200,2020,Allround,1200,97.0,Twin,14.5,206.0,810.0,0.47
32531,Triumph,thruxton 1200 r,2016,Classic,1200,97.0,Twin,14.5,203.0,810.0,0.48
32532,Triumph,thruxton 1200 r,2017,Classic,1200,97.0,Twin,14.5,206.0,810.0,0.47
32533,Triumph,thruxton 1200 r,2018,Classic,1200,97.0,Twin,14.5,203.0,810.0,0.48
32534,Triumph,thruxton 1200 r,2019,Classic,1200,97.0,Twin,14.5,203.0,810.0,0.48
32535,Triumph,thruxton 1200 r,2020,Classic,1200,97.0,Twin,14.5,206.0,810.0,0.47
32536,Triumph,thruxton 1200rs,2020,Classic,1200,103.0,Twin,14.5,203.0,810.0,0.51
32540,Triumph,thruxton ace,2015,Classic,865,69.0,Twin,16.0,214.0,820.0,0.32
32541,Triumph,thruxton rs,2021,Classic,1200,104.0,Twin,14.5,197.0,810.0,0.53
32542,Triumph,thruxton rs,2022,Classic,1200,103.0,Twin,14.5,197.0,810.0,0.52
32543,Triumph,thruxton rs ton up,2022,Classic,1200,103.0,Twin,14.5,197.0,810.0,0.52
32545,Triumph,thruxton tfc,2020,Classic,1200,109.0,Twin,14.5,195.0,815.0,0.56
32559,Triumph,thunderbird,2015,Custom / Cruiser,1597,86.0,Twin,22.0,308.0,700.0,0.28
32560,Triumph,thunderbird,2016,Custom / Cruiser,1597,86.0,Twin,22.0,308.0,700.0,0.28
32561,Triumph,thunderbird,2018,Custom / Cruiser,1597,85.0,Twin,22.0,308.0,700.0,0.28
32564,Triumph,thunderbird commander,2016,Custom / Cruiser,1699,94.0,Twin,22.0,317.0,700.0,0.3
32565,Triumph,thunderbird commander,2018,Custom / Cruiser,1699,94.0,Twin,22.0,317.0,700.0,0.3
32566,Triumph,thunderbird commander,2019,Custom / Cruiser,1699,94.0,Twin,22.0,317.0,700.0,0.3
32567,Triumph,thunderbird commander abs,2015,Custom / Cruiser,1699,94.0,Twin,22.0,317.0,700.0,0.3
32569,Triumph,thunderbird lt,2016,Touring,1699,94.0,Twin,26.0,349.0,700.0,0.27
32570,Triumph,thunderbird lt,2017,Touring,1699,94.0,Twin,26.0,349.0,700.0,0.27
32571,Triumph,thunderbird lt,2018,Touring,1699,94.0,Twin,26.0,349.0,700.0,0.27
32572,Triumph,thunderbird lt,2019,Touring,1699,94.0,Twin,26.0,349.0,700.0,0.27
32573,Triumph,thunderbird lt abs,2015,Touring,1699,94.0,Twin,26.0,349.0,700.0,0.27
32574,Triumph,thunderbird nightstorm,2015,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32575,Triumph,thunderbird nightstorm,2016,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32585,Triumph,thunderbird storm,2016,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32586,Triumph,thunderbird storm,2017,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32587,Triumph,thunderbird storm,2018,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32588,Triumph,thunderbird storm,2019,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32589,Triumph,thunderbird storm abs,2015,Custom / Cruiser,1699,98.0,Twin,22.0,308.0,700.0,0.32
32601,Triumph,tiger,2010,Allround,1050,114.0,In-line three,20.0,198.0,835.0,0.58
32608,Triumph,tiger 1200 alpine edition,2020,Allround,1215,139.0,In-line three,20.0,242.0,835.0,0.57
32609,Triumph,tiger 1200 desert edition,2020,Allround,1215,139.0,In-line three,20.0,246.0,835.0,0.57
32613,Triumph,tiger 1200 xca,2018,Allround,1215,139.0,In-line three,20.0,248.0,835.0,0.56
32614,Triumph,tiger 1200 xca,2019,Allround,1215,139.0,In-line three,20.0,242.0,835.0,0.57
32615,Triumph,tiger 1200 xca,2020,Allround,1215,141.0,In-line three,20.0,248.0,855.0,0.57
32616,Triumph,tiger 1200 xca,2021,Allround,1215,141.0,In-line three,20.0,248.0,835.0,0.57
32617,Triumph,tiger 1200 xcx,2018,Allround,1215,139.0,In-line three,20.0,242.0,835.0,0.57
32618,Triumph,tiger 1200 xcx,2019,Allround,1215,139.0,In-line three,20.0,248.0,835.0,0.56
32619,Triumph,tiger 1200 xcx,2020,Allround,1215,141.0,In-line three,20.0,248.0,835.0,0.57
32620,Triumph,tiger 1200 xcx,2021,Allround,1215,141.0,In-line three,20.0,248.0,835.0,0.57
32621,Triumph,tiger 1200 xr,2018,Allround,1215,139.0,In-line three,20.0,242.0,835.0,0.57
32622,Triumph,tiger 1200 xr,2019,Allround,1215,141.0,In-line three,20.0,242.0,835.0,0.58
32623,Triumph,tiger 1200 xr,2020,Allround,1215,141.0,In-line three,20.0,242.0,835.0,0.58
32624,Triumph,tiger 1200 xr,2021,Allround,1215,141.0,In-line three,20.0,242.0,835.0,0.58
32625,Triumph,tiger 1200 xrt,2018,Allround,1215,139.0,In-line three,20.0,243.0,837.0,0.57
32626,Triumph,tiger 1200 xrt,2019,Allround,1215,139.0,In-line three,20.0,243.0,837.0,0.57
32627,Triumph,tiger 1200 xrt,2020,Allround,1215,139.0,In-line three,20.0,243.0,835.0,0.57
32628,Triumph,tiger 1200 xrt,2021,Allround,1215,141.0,In-line three,20.0,243.0,835.0,0.58
32629,Triumph,tiger 1200 xrx,2018,Allround,1215,139.0,In-line three,20.0,244.0,835.0,0.57
32630,Triumph,tiger 1200 xrx,2019,Allround,1215,139.0,In-line three,20.0,244.0,835.0,0.57
32631,Triumph,tiger 1200 xrx,2020,Allround,1215,139.0,In-line three,20.0,244.0,810.0,0.57
32632,Triumph,tiger 1200 xrx,2021,Allround,1215,141.0,In-line three,20.0,244.0,790.0,0.58
32633,Triumph,tiger 1200 xrx explorer,2020,Allround,1215,139.0,In-line three,20.0,246.0,837.0,0.57
32634,Triumph,tiger 1200 xrx low,2018,Allround,1215,139.0,In-line three,20.0,246.0,785.0,0.57
32635,Triumph,tiger 1200 xrx low,2019,Allround,1215,141.0,In-line three,20.0,244.0,785.0,0.58
32636,Triumph,tiger 1200 xrx low,2020,Allround,1215,141.0,In-line three,20.0,244.0,785.0,0.58
32637,Triumph,tiger 1200 xrx low,2021,Allround,1215,141.0,In-line three,20.0,244.0,790.0,0.58
32642,Triumph,tiger 800 abs,2015,Super Motard,799,95.0,In-line three,19.0,193.0,845.0,0.49
32645,Triumph,tiger 800 xc,2015,Super Motard,799,95.0,In-line three,19.0,190.0,845.0,0.5
32646,Triumph,tiger 800 xc,2016,Super Motard,799,95.0,In-line three,19.0,193.0,840.0,0.49
32649,Triumph,tiger 800 xca,2016,Super Motard,799,95.0,In-line three,19.0,203.0,840.0,0.47
32650,Triumph,tiger 800 xca,2017,Super Motard,799,95.0,In-line three,19.0,203.0,840.0,0.47
32651,Triumph,tiger 800 xca,2018,Super Motard,799,95.0,In-line three,19.0,208.0,840.0,0.46
32652,Triumph,tiger 800 xca,2019,Super Motard,800,95.0,In-line three,19.0,208.0,840.0,0.46
32653,Triumph,tiger 800 xca,2020,Super Motard,800,95.0,In-line three,19.0,208.0,840.0,0.46
32654,Triumph,tiger 800 xcx,2015,Super Motard,799,95.0,In-line three,19.0,190.0,845.0,0.5
32655,Triumph,tiger 800 xcx,2016,Super Motard,799,95.0,In-line three,19.0,196.0,840.0,0.48
32656,Triumph,tiger 800 xcx,2017,Super Motard,799,95.0,In-line three,19.0,196.0,840.0,0.48
32657,Triumph,tiger 800 xcx,2018,Super Motard,799,95.0,In-line three,19.0,205.0,840.0,0.46
32658,Triumph,tiger 800 xcx,2019,Super Motard,800,95.0,In-line three,19.0,205.0,840.0,0.46
32659,Triumph,tiger 800 xcx,2020,Super Motard,800,95.0,In-line three,19.0,205.0,760.0,0.46
32660,Triumph,tiger 800 xcx low,2016,Super Motard,799,95.0,In-line three,19.0,196.0,790.0,0.48
32661,Triumph,tiger 800 xcx low,2017,Super Motard,799,95.0,In-line three,19.0,196.0,790.0,0.48
32662,Triumph,tiger 800 xr,2015,Super Motard,799,95.0,In-line three,19.0,190.0,810.0,0.5
32663,Triumph,tiger 800 xr,2016,Super Motard,799,95.0,In-line three,19.0,188.0,810.0,0.51
32664,Triumph,tiger 800 xr,2017,Super Motard,799,95.0,In-line three,19.0,188.0,810.0,0.51
32665,Triumph,tiger 800 xr,2018,Super Motard,799,95.0,In-line three,19.0,199.0,810.0,0.48
32666,Triumph,tiger 800 xr,2019,Super Motard,800,95.0,In-line three,19.0,199.0,810.0,0.48
32667,Triumph,tiger 800 xr,2020,Super Motard,800,93.9,In-line three,19.0,199.0,810.0,0.47
32668,Triumph,tiger 800 xrt,2016,Super Motard,799,95.0,In-line three,19.0,190.0,810.0,0.5
32669,Triumph,tiger 800 xrt,2017,Super Motard,799,95.0,In-line three,19.0,190.0,810.0,0.5
32670,Triumph,tiger 800 xrt,2018,Super Motard,799,95.0,In-line three,19.0,202.0,810.0,0.47
32671,Triumph,tiger 800 xrt,2019,Super Motard,800,95.0,In-line three,19.0,202.0,810.0,0.47
32672,Triumph,tiger 800 xrt,2020,Super Motard,800,95.0,In-line three,19.0,202.0,810.0,0.47
32673,Triumph,tiger 800 xrx,2015,Super Motard,799,95.0,In-line three,19.0,190.0,810.0,0.5
32674,Triumph,tiger 800 xrx,2016,Super Motard,799,95.0,In-line three,19.0,191.0,810.0,0.5
32675,Triumph,tiger 800 xrx,2017,Super Motard,799,95.0,In-line three,19.0,191.0,810.0,0.5
32676,Triumph,tiger 800 xrx,2018,Super Motard,799,95.0,In-line three,19.0,200.0,810.0,0.48
32677,Triumph,tiger 800 xrx,2019,Super Motard,800,95.0,In-line three,19.0,200.0,810.0,0.48
32678,Triumph,tiger 800 xrx,2020,Super Motard,800,95.0,In-line three,19.0,200.0,810.0,0.48
32679,Triumph,tiger 800 xrx low,2016,Super Motard,799,95.0,In-line three,19.0,191.0,760.0,0.5
32680,Triumph,tiger 800 xrx low,2017,Super Motard,799,95.0,In-line three,19.0,191.0,760.0,0.5
32681,Triumph,tiger 800 xrx low,2018,Super Motard,799,95.0,In-line three,19.0,200.0,760.0,0.48
32682,Triumph,tiger 800 xrx low,2019,Super Motard,800,95.0,In-line three,19.0,199.0,760.0,0.48
32683,Triumph,tiger 800 xrx low,2020,Super Motard,800,95.0,In-line three,19.0,199.0,760.0,0.48
32686,Triumph,tiger 850 sport,2021,Sport,888,85.0,In-line three,20.0,199.0,810.0,0.43
32687,Triumph,tiger 850 sport,2022,Sport,888,85.0,In-line three,20.0,199.0,810.0,0.43
32693,Triumph,tiger 900 bond edition,2022,Enduro / Offroad,888,93.9,In-line three,20.0,201.0,850.0,0.47
32694,Triumph,tiger 900 gt,2020,Enduro / Offroad,888,93.9,In-line three,20.0,192.0,810.0,0.49
32695,Triumph,tiger 900 gt,2021,Enduro / Offroad,888,93.9,In-line three,20.0,194.0,810.0,0.48
32696,Triumph,tiger 900 gt,2022,Enduro / Offroad,888,93.9,In-line three,20.0,194.0,810.0,0.48
32697,Triumph,tiger 900 gt low,2020,Enduro / Offroad,888,93.9,In-line three,20.0,192.0,810.0,0.49
32698,Triumph,tiger 900 gt pro,2020,Enduro / Offroad,888,93.9,In-line three,20.0,198.0,810.0,0.47
32699,Triumph,tiger 900 gt pro,2021,Enduro / Offroad,888,93.9,In-line three,20.0,198.0,810.0,0.47
32700,Triumph,tiger 900 rally,2020,Enduro / Offroad,888,93.9,In-line three,20.0,196.0,850.0,0.48
32701,Triumph,tiger 900 rally,2021,Super Motard,888,93.9,In-line three,20.0,196.0,850.0,0.48
32702,Triumph,tiger 900 rally,2022,Enduro / Offroad,888,93.9,In-line three,20.0,196.0,850.0,0.48
32703,Triumph,tiger 900 rally pro,2020,Enduro / Offroad,888,93.9,In-line three,20.0,201.0,850.0,0.47
32704,Triumph,tiger 900 rally pro,2021,Super Motard,888,93.9,In-line three,20.0,201.0,850.0,0.47
33091,Um,renegade sport s,2018,Sport,125,12.1,Single cylinder,18.0,153.0,770.0,0.08
32705,Triumph,tiger 900 rally pro,2022,Enduro / Offroad,888,93.9,In-line three,20.0,201.0,850.0,0.47
32729,Triumph,tiger explorer,2015,Allround,1215,137.0,In-line three,20.0,228.0,837.0,0.6
32730,Triumph,tiger explorer,2016,Allround,1215,137.0,In-line three,20.0,228.0,837.0,0.6
32733,Triumph,tiger explorer xc,2016,Allround,1215,137.0,In-line three,20.0,235.5,837.0,0.58
32734,Triumph,tiger explorer xc abs,2015,Allround,1215,137.0,In-line three,20.0,235.5,837.0,0.58
32735,Triumph,tiger explorer xca,2016,Allround,1215,139.0,In-line three,20.0,258.0,837.0,0.54
32736,Triumph,tiger explorer xca,2017,Allround,1215,139.0,In-line three,20.0,258.0,837.0,0.54
32737,Triumph,tiger explorer xcx,2016,Allround,1215,139.0,In-line three,20.0,253.0,837.0,0.55
32738,Triumph,tiger explorer xcx,2017,Allround,1215,139.0,In-line three,20.0,253.0,837.0,0.55
32739,Triumph,tiger explorer xcx low,2017,Allround,1215,139.0,In-line three,20.0,251.0,785.0,0.55
32740,Triumph,tiger explorer xr,2016,Allround,1215,139.0,In-line three,20.0,244.0,837.0,0.57
32741,Triumph,tiger explorer xr,2017,Allround,1215,139.0,In-line three,20.0,244.0,837.0,0.57
32742,Triumph,tiger explorer xrt,2016,Allround,1215,139.0,In-line three,20.0,254.0,837.0,0.55
32743,Triumph,tiger explorer xrt,2017,Allround,1215,139.0,In-line three,20.0,254.0,837.0,0.55
32744,Triumph,tiger explorer xrx,2016,Allround,1215,139.0,In-line three,20.0,246.0,837.0,0.57
32745,Triumph,tiger explorer xrx,2017,Allround,1215,139.0,In-line three,20.0,253.0,837.0,0.55
32746,Triumph,tiger explorer xrx low,2017,Allround,1215,139.0,In-line three,20.0,246.0,785.0,0.57
32750,Triumph,tiger sport,2016,Allround,1050,125.0,In-line three,20.0,216.0,830.0,0.58
32751,Triumph,tiger sport,2020,Allround,1050,124.0,In-line three,20.0,218.0,830.0,0.57
32781,Triumph,trident 660,2021,Naked Bike,660,81.0,In-line three,14.0,189.0,805.0,0.43
32782,Triumph,trident 660,2022,Naked Bike,660,81.0,In-line three,14.0,189.0,805.0,0.43
33093,Um,renegade vegas,2021,Sport,279,24.8,Single cylinder,18.0,153.0,750.0,0.16
32829,Triumph,trophy se,2016,Touring,1215,134.0,In-line three,26.0,295.0,770.0,0.45
32830,Triumph,trophy se,2017,Touring,1215,134.0,In-line three,26.0,295.0,770.0,0.45
32876,Tvs,apache rtr 160,2010,Sport,160,15.0,Single cylinder,16.0,111.8,790.0,0.13
32886,Tvs,apache rtr 180 abs,2016,Sport,177,16.8,Single cylinder,12.0,130.0,800.0,0.13
32888,Tvs,apache rtr 200 4v,2016,Sport,198,26.9,Single cylinder,12.0,140.0,800.0,0.19
32898,Tvs,jive,2011,Sport,110,8.4,Single cylinder,15.0,110.0,790.0,0.08
32907,Tvs,ntorq 125,2020,Scooter,125,9.3,Single cylinder,5.0,116.0,765.0,0.08
32922,Tvs,scooty pep,2016,Scooter,88,4.9,Single cylinder,5.0,96.0,760.0,0.05
32925,Tvs,scooty pep plus,2022,Scooter,88,5.4,Single cylinder,4.2,96.0,760.0,0.06
32930,Tvs,scooty zest 110,2016,Scooter,110,7.9,Single cylinder,5.0,98.5,760.0,0.08
32931,Tvs,sport,2011,Sport,100,7.4,Single cylinder,12.0,95.0,790.0,0.08
32936,Tvs,star city,2011,Sport,110,8.4,Single cylinder,16.0,95.0,790.0,0.09
33006,Um,chill 50,2021,Scooter,50,3.8,Single cylinder,5.0,91.0,725.0,0.04
